fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_name,score_norm_abs,partisan_score_twitter,partisan_score_nominate,partisan_score_govtrack,compete_ideology,compete_cookpvi,compete_eff_gap
H2DE01047,"PRESSLEY, TYLER STEELE",DE,00,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.00684703510855833,7,0.07837484453991977
H2UT03256,"PRESTON, JASON",UT,03,REPUBLICAN PARTY,House,Challenger,P,NA,Jason_Preston,NA,utjasonpreston,NA,NA,NA,NA,0.3755338432284976,13,0.013940390001468784
H8MD02100,"PRETOT, JAKE",MD,03,DEMOCRATIC PARTY,House,Challenger,N,NA,Jake_Pretot,NA,jake_pretot,NA,NA,NA,NA,0.0787978298431593,10,0.04656961269429061
H6NC04037,"PRICE, DAVID",NC,04,DEMOCRATIC PARTY,House,Incumbent,P,P000523,NA,400326,NA,NA,NA,NA,0.551990780517986,0.1310648355525008,16,0.03157064437187653
H2AL06175,"PRIDMORE, JAY PATRICK",AL,06,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.47467169254439057,18,0.06211975283379351
H2IN08193,"PRIEST, PETER F.H. II",IN,08,DEMOCRATIC PARTY,House,Challenger,N,NA,Peter_Priest_II,NA,NA,NA,NA,NA,NA,0.46261707923936646,19,0.08521228679598478
H2NV03179,"PRIJTEN, REINIER",NV,03,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.11131689711916348,1,0.090973746382487
H2TX21151,"PRIMM, MARCUS A",TX,21,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3206060358765124,13,0.09909487861201155
H0NY07092,"PRINCE, PAPERBOY",NY,07,DEMOCRATIC PARTY,House,Challenger,N,NA,Paperboy_Prince,NA,NA,NA,NA,NA,NA,0.7319955539007574,31,0.0390098726810478
H2OR02172,"PRINE, ADAM",OR,02,DEMOCRATIC PARTY,House,Challenger,N,NA,Adam_Prine,NA,prinetime,0.6131125872378871,0.1627680311890838,NA,NA,0.33103365482853375,15,0.042163364957156904
H2WI03163,"PROVANCE, RUSTIN LEVEM",WI,03,LIBERTARIAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.2955784159772463,4,0.11756484496722847
H0FL22118,"PRUDEN, JAMES L.",FL,23,REPUBLICAN PARTY,House,Challenger,P,NA,James_Pruden_(Florida),NA,jamespruden13,NA,NA,NA,NA,0.15624227749969755,5,0.08701781144502739
H0PA05094,"PRUETT, DASHA",PA,01,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.1003477573597844,0,0.13433994235969626
H2KY03230,"PUCCETTI, GREGORY PETER",KY,03,REPUBLICAN PARTY,House,Open seat,C,NA,Gregory_Puccetti,NA,NA,NA,NA,NA,NA,0.030208894253209162,9,0.09243766690427509
H4KY03244,"PUCCETTI, GREGORY PETER",KY,03,REPUBLICAN PARTY,House,Open seat,N,NA,Gregory_Puccetti,NA,NA,NA,NA,NA,NA,0.030208894253209162,9,0.09243766690427509
H0CA28174,"PUDLO, G MAEBE",CA,30,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5833447755630513,23,0.08767411367434116
H2LA05266,"PULLEN, HUNTER I MR.",LA,05,REPUBLICAN PARTY,House,Challenger,N,NA,Hunter_Pullen,NA,NA,NA,NA,NA,NA,0.7079916978208434,17,0.07683552936878248
H6IN07337,"PULLINS, PIERRE QUINCY",IN,07,DEMOCRATIC PARTY,House,Challenger,N,NA,Pierre_Pullins,NA,pierrepullins,NA,NA,NA,NA,0.12879624982605575,19,0.11153370702684012
H2AK01059,"PURHAM, RANDY",AK,00,REPUBLICAN PARTY,House,Challenger,N,NA,Randy_Purham,NA,rpurham,0.01939565811178423,0.00389863547758284,NA,NA,0.49543194293402926,8,0.0963368019870488
H0TX12246,"PUTNAM, CHRIS",TX,12,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.40588967118318786,12,0.03810840129074755
H2NY21149,"PUTORTI, MATTHEW",NY,21,DEMOCRATIC PARTY,House,Challenger,C,NA,Matthew_Putorti,NA,mattputorti,0.8749205746783812,0.37524366471734893,NA,NA,0.3035364622376642,9,0.04546890673835944
H2NY10175,"QIU, HELEN JIANG",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.6289638789079699,35,0.012299391598018667
H2IL12205,"QUALIS, JOSHUA",IL,12,DEMOCRATIC PARTY,House,Challenger,N,NA,Joshua_Qualls,NA,NA,NA,NA,NA,NA,0.5250616811875948,24,0.12877160568958265
H2CO01215,"QUALTERI, JENNIFER",CO,01,REPUBLICAN PARTY,House,Challenger,N,NA,Jennifer_Qualteri,NA,jqualteri,0.28897252880030555,0.07407407407407407,NA,NA,0.4791026340710307,29,0.0157738952082927
H2CA25218,"QUARTEY, JOHN QUAYE II",CA,27,DEMOCRATIC PARTY,House,Challenger,P,NA,John_Quaye_Quartey,NA,quayequartey,0.676992523397746,0.1968810916179337,NA,NA,0.046772429563753715,4,0.12893816572740194
H2ID27015,"QUESPECT, ERICA REBECA MS",ID,27,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H0IL05096,"QUIGLEY, MIKE",IL,05,DEMOCRATIC PARTY,House,Incumbent,C,Q000023,Mike_Quigley,412331,quigleycampaign,0.942574721751672,0.9044834307992202,0.322,0.6538993229226795,0.5079027449323557,18,0.030128820478271024
H0IL05096,"QUIGLEY, MIKE",IL,05,DEMOCRATIC PARTY,House,Incumbent,C,Q000023,Mike_Quigley,412331,repmikequigley,0.942574721751672,0.9044834307992202,0.322,0.6538993229226795,0.5079027449323557,18,0.030128820478271024
H6FL14112,"QUINN, CHRISTINE YVONNE",FL,13,REPUBLICAN PARTY,House,Challenger,P,NA,Christine_Quinn,NA,electquinn,0.877067155053836,0.3791423001949318,NA,NA,0.15093795780339447,6,0.1618568968468025
H2OK02182,"QUINN, MARTY L",OK,02,REPUBLICAN PARTY,House,Open seat,P,NA,Marty_Quinn_(Oklahoma),NA,NA,NA,NA,NA,NA,0.699585452647437,29,0.035012250606731694
H2NJ11152,"QUINN, PATRICK JAMES MR. III",NJ,09,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.19911068584944025,8,0.02885589531222688
H2TX06186,"QUINTANILLA, CARLOS",TX,33,DEMOCRATIC PARTY,House,Challenger,N,NA,Carlos_Quintanilla_(Texas),NA,NA,NA,NA,NA,NA,0.08913831340904377,24,0.04743267213283771
H4CA30123,"RAB, AEJAZ (RAJI)",CA,32,DEMOCRATIC PARTY,House,Challenger,P,NA,Raji_Rab,NA,NA,NA,NA,NA,NA,0.5913114631082542,20,0.12857603509111704
H2MO07200,"RADAKER-SHEAFER, KRISTEN",MO,07,DEMOCRATIC PARTY,House,Open seat,P,NA,Kristen_Radaker-Sheafer,NA,kristenrsheafer,0.6376884748730091,0.1783625730994152,NA,NA,0.5632667737809012,24,0.028577438885298206
H2OH07233,"RADER, TRISTAN",OH,07,DEMOCRATIC PARTY,House,Open seat,P,NA,Tristan_Rader,NA,twrader,0.34048542169127516,0.08771929824561403,NA,NA,0.25164089322448446,7,0.1874559401043983
H2CA18148,"RADING, AJWANG",CA,16,DEMOCRATIC PARTY,House,Challenger,P,NA,Ajwang_Rading,NA,ajwangrading,0.181041946600905,0.04385964912280701,NA,NA,0.503951846136856,26,0.18380316539736027
H2CA33212,"RAGGE, CLAIRE",CA,36,REPUBLICAN PARTY,House,Challenger,C,NA,Claire_Ragge,NA,NA,NA,NA,NA,NA,0.543161805706675,21,0.17293249665209173
H2NY10217,"RAGUSA, MICAHEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.6289638789079699,35,0.012299391598018667
H2NY10225,"RAGUSA, MICHAEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.6289638789079699,35,0.012299391598018667
H2MN01348,"RAINWATER, JAMES",MN,01,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.29335619695034953,7,0.08726562818970315
H2NY09144,"RAITPORT, MENACHEM M.",NY,09,CONSERVATIVE PARTY,House,Challenger,N,NA,Menachem_Raitport,NA,NA,NA,NA,NA,NA,0.6770549573767728,25,0.03478313966660036
H2NY02131,"RAKEBRANDT, MICHAEL",NY,02,REPUBLICAN PARTY,House,Challenger,C,NA,Mike_Rakebrandt,NA,mike4congress2,0.8327573597877465,0.2953216374269006,NA,NA,0.07739065341723406,3,0.04832466251087155
H2VT00144,"RAM HINSDALE, KESHA",VT,00,DEMOCRATIC PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA,NA,0.4188017671987838,16,0.02319208036284659
H2FL10267,"RAMBARANSINGH, MAHENDRANATH TROY",FL,10,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.10470641193980135,14,0.2843863751250869
H2FL15092,"RAMCHARRAN, LILAWATIE LILY MRS.",FL,15,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.14713006819142738,4,0.3330506535762966
H2CA02258,"RAMIREZ, ARCHIMEDES M.D.",CA,02,REPUBLICAN PARTY,House,Challenger,C,NA,Archimedes_Ramirez,NA,NA,NA,NA,NA,NA,0.2884297065954682,23,0.01672313069811628
H2FL15258,"RAMIREZ, CESAR",FL,15,DEMOCRATIC PARTY,House,Challenger,P,NA,Cesar_Ramirez,NA,cesarforflorida,NA,NA,NA,NA,0.14713006819142738,4,0.3330506535762966
H2IL03162,"RAMIREZ, DELIA",IL,03,DEMOCRATIC PARTY,House,Incumbent,C,R000617,Delia_Ramirez,456900,delia4congress,NA,NA,0.389,0.4190756856351099,0.43047666039198484,20,0.11870659903767043
H2TX15138,"RAMIREZ, RUBEN",TX,15,DEMOCRATIC PARTY,House,Challenger,C,NA,Ruben_Ramirez,NA,NA,NA,NA,NA,NA,0.08010970310980947,1,0.10947256073422221
H0VA07109,"RAMIREZ, TINA MARIE MRS.",VA,07,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.18910154950356017,1,0.11435503725394368
H2NY11124,"RAMOS DEBARROS, BRITTANY",NY,11,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.16435083327276223,6,0.060127655594763456
H2IL02198,"RAMOS, ASHLEY",IL,02,REPUBLICAN PARTY,House,Challenger,N,NA,Ashley_Ramos,NA,NA,NA,NA,NA,NA,0.17540593419922856,19,0.039038836184906375
H0AZ05185,"RAMOS, JAVIER GARCIA MR.",AZ,05,DEMOCRATIC PARTY,House,Challenger,C,NA,Javier_Garcia_Ramos,NA,ramosaz5,0.907403549915034,0.6481481481481481,NA,NA,0.36807206087223765,11,0.10090170560577762
H2CA01243,"RAMOS, JONATHON ANGEL",CA,01,FEDERALIST,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.27959641807446434,12,0.1713061142785605
H2IL11223,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.04589740651079499,5,0.11765038513592563
H2IL11249,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.04589740651079499,5,0.11765038513592563
H2IL11256,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.04589740651079499,5,0.11765038513592563
H2IL11231,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.04589740651079499,5,0.11765038513592563
H2IL11215,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.04589740651079499,5,0.11765038513592563
H2TX38023,"RAMSEY, MARK",TX,38,REPUBLICAN PARTY,House,Open seat,C,NA,Mark_Ramsey,NA,ramseyfortxcd38,NA,NA,NA,NA,0.2526192914327976,12,NA
H0MT00074,"RANKIN, SAM",MT,00,LIBERTARIAN PARTY,House,Challenger,C,NA,Sam_Rankin,NA,NA,NA,NA,NA,NA,0.5445717216126622,6,0.14002288476217828
H0MT00074,"RANKIN, SAM",MT,00,LIBERTARIAN PARTY,House,Challenger,C,NA,Sam_Rankin,NA,NA,NA,NA,NA,NA,0.5445717216126622,16,0.14002288476217828
H0MT00074,"RANKIN, SAM",MT,00,LIBERTARIAN PARTY,House,Challenger,C,NA,Sam_Rankin,NA,NA,NA,NA,NA,NA,0.5713339136989228,6,0.14002288476217828
H0MT00074,"RANKIN, SAM",MT,00,LIBERTARIAN PARTY,House,Challenger,C,NA,Sam_Rankin,NA,NA,NA,NA,NA,NA,0.5713339136989228,16,0.14002288476217828
H2CA33188,"RAPHAEL, PATRICK JEAN",CA,33,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.09106074284245991,12,0.07748390021480676
H2NY20125,"RAR, ROSTISLAV",NY,20,DEMOCRATIC PARTY,House,Challenger,P,NA,Rostislav_Rar,NA,rarrostislav,NA,NA,NA,NA,0.13729858398128103,7,0.03408097180820382
H2CA48129,"RASCON, MATTHEW G.",CA,48,DEMOCRATIC PARTY,House,Challenger,N,NA,Matthew_Rascon,NA,matthewrascon1,NA,NA,NA,NA,0.12837253544518856,9,0.17393518250549356
H2OR01257,"RASCON, NICHOLAS",OR,01,OTHER,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.4458150193449525,18,0.05686474672801455
H6MD08457,"RASKIN, JAMIE",MD,08,DEMOCRATIC PARTY,House,Incumbent,C,R000606,Jamie_Raskin,412708,jamie_raskin,0.9219222428040192,0.7563352826510721,0.535,0.8501404313703098,0.6309225977908473,29,0.039727207579705826
H6MD08457,"RASKIN, JAMIE",MD,08,DEMOCRATIC PARTY,House,Incumbent,C,R000606,Jamie_Raskin,412708,repraskin,0.9219222428040192,0.7563352826510721,0.535,0.8501404313703098,0.6309225977908473,29,0.039727207579705826
H2NY03154,"RASOOL, REEMA",NY,03,DEMOCRATIC PARTY,House,Open seat,P,NA,Reema_Rasool,NA,reemarasool,NA,NA,NA,NA,0.26988162702032137,2,0.04925552402529869
H2PA15123,"RATHMELL, GEORGE",PA,15,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5480794433141272,21,0.17365421377004386
H2CA40084,"RATHS, GREG",CA,40,REPUBLICAN PARTY,House,Challenger,C,NA,Greg_Raths,NA,gregraths,NA,NA,NA,NA,0.1577864028683904,2,0.1532417239956389
H2CA17124,"RAVUL, RAO",CA,17,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5188601296227624,23,0.11091351839327976
H2WA03175,"RAY, DAVY",WA,03,DEMOCRATIC PARTY,House,Challenger,N,NA,Davy_Ray,NA,davyforcongress,NA,NA,NA,NA,0.07184769131255075,5,0.15201055872467537
H2KY03214,"RAY, STUART N.",KY,03,REPUBLICAN PARTY,House,Open seat,P,NA,Stuart_Ray,NA,NA,NA,NA,NA,NA,0.030208894253209162,9,0.09243766690427509
H2FL15134,"RAYBON, JENNIFER SUSAN",FL,18,REPUBLICAN PARTY,House,Challenger,P,NA,Jennifer_Raybon,NA,NA,NA,NA,NA,NA,0.45868435460080903,13,0.14797376804067955
H2NY24184,"RAYBURN, FLOYD MR.",NY,24,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.33886330333324555,11,0.05729329043370894
H8WI05124,"RAYMOND, ROBERT R.",WI,04,INDEPENDENT,House,Challenger,N,NA,Robert_Raymond,NA,NA,NA,NA,NA,NA,0.32280258076319857,25,0.020935292126129244
H2FL13246,"RAYNER, MICHELE K. MS.",FL,13,DEMOCRATIC PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA,NA,0.15093795780339447,6,0.1618568968468025
H2AL02208,"REALZ, JONATHAN",AL,02,LIBERTARIAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5862915907924788,17,0.0841223666286226
H2IL16123,"REBRESH, MICHAEL STEPHAN MR",IL,16,REPUBLICAN PARTY,House,Open seat,P,NA,Michael_Rebresh,NA,NA,NA,NA,NA,NA,0.373046194304808,13,0.1165304873698999
H6MN02206,"RECHTZIGEL, GENE",MN,04,REPUBLICAN PARTY,House,Challenger,N,NA,Gene_Rechtzigel,NA,NA,NA,NA,NA,NA,0.3734161188290973,17,0.062155306947714206
H2CA00153,"RECILE, RUDY",CA,08,REPUBLICAN PARTY,House,Challenger,N,NA,Rudy_Recile,NA,rudy4uscongress,NA,NA,NA,NA,0.3510006221323474,26,0.17807086921079493
H2NY23129,"RECOTTA, JAMES P",NY,23,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3227387182466732,12,0.056445155044175216
H2TX12093,"RECTOR, CHRISTOPHER D.",TX,00,NONE,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OH01178,"REDDEN, SAVANNA",OH,01,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.059896942196170255,2,0.09850346133416958
H2VT01084,"REDIC, ERICKA L MRS.",VT,00,LIBERTARIAN PARTY,House,Open seat,C,NA,Ericka_Redic,NA,erickaredic,NA,NA,NA,NA,0.4188017671987838,16,0.02319208036284659
H2GA08061,"REECE, MICHAEL MR.",GA,08,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5598114278087689,16,0.22852788077890965
H2TX38049,"REED, CENTRELL MS.",TX,38,DEMOCRATIC PARTY,House,Open seat,C,NA,Centrell_Reed,NA,thecentrell,NA,NA,NA,NA,0.2526192914327976,12,NA
H2MO02185,"REED, RAYMOND",MO,02,DEMOCRATIC PARTY,House,Challenger,P,NA,Raymond_Reed,NA,rayreedmo,0.8907174095533436,0.46101364522417154,NA,NA,0.26177632876335943,7,0.08063303527745766
H0NY29054,"REED, THOMAS W",NY,23,REPUBLICAN PARTY,House,Incumbent,C,R000585,NA,412393,NA,NA,NA,NA,0.06170757306710084,0.3227387182466732,12,0.056445155044175216
H2AZ07203,"REETZ, DAVID ""RIZZO""",AZ,07,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.06250124152891767,15,0.064612689888878
H2VA10216,"REEVES, BRYCE",VA,07,REPUBLICAN PARTY,House,Challenger,P,NA,Bryce_Reeves,NA,reevesva,0.5359688131520932,0.1364522417153996,NA,NA,0.18910154950356017,1,0.11435503725394368
H6NC03161,"REEVES, ERNEST T",NC,01,REPUBLICAN PARTY,House,Open seat,N,NA,Ernest_Reeves,NA,NA,NA,NA,NA,NA,0.3268098698850086,2,0.06372594659928543
H2NY23236,"REGENOR, JAMES ALLEN COL",NY,23,WRITE-IN,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3227387182466732,12,0.056445155044175216
H2IL01398,"REGNIER, JEFFERY",IL,01,REPUBLICAN PARTY,House,Open seat,N,NA,Jeff_Regnier,NA,regniercongress,NA,NA,NA,NA,0.22248137159433745,20,0.010039345239597987
H0TX07220,"REHMAN, LAIQUE",TX,07,REPUBLICAN PARTY,House,Challenger,C,NA,Laique_Rehman,NA,laiquerehman1,0.899093610549951,0.5487329434697856,NA,NA,0.11772834072644034,13,0.14070761158775197
H2SC07223,"REICHERT, STEVE",SC,07,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5142589980317269,11,0.08601404424996567
H2CO07204,"REICHERT, TIM",CO,07,REPUBLICAN PARTY,House,Open seat,C,NA,Tim_Reichert,NA,timreichertco,0.8881633679386713,0.4269005847953216,NA,NA,0.036794385882237046,4,0.11246423599391316
H2TX02136,"REID, RAYNA",TX,02,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.4359109146323037,15,0.07361820341837869
H2MN01280,"REISDORF, RICHARD B",MN,01,OTHER,House,Open seat,N,NA,Richard_Reisdorf,NA,NA,NA,NA,NA,NA,0.29335619695034953,7,0.08726562818970315
H2IL13161,"REISING, JESSE",IL,13,REPUBLICAN PARTY,House,Challenger,C,NA,Jesse_Reising,NA,jessereisingil,NA,NA,NA,NA,0.04086258382256003,3,0.17036544629523728
H2CA36447,"REISS, JONATHAN",CA,25,REPUBLICAN PARTY,House,Challenger,P,NA,Jonathan_Reiss,NA,jonathan__reiss,NA,NA,NA,NA,0.13089488451600972,6,0.22535115733804453
H2NC11148,"REMILLARD, JOSHUA",NC,13,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.18119799839647843,2,0.14522181327172506
H2AL01218,"REMREY, ALEXANDER M.",AL,01,LIBERTARIAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.525693026870123,16,0.13313546415423677
H8PA18199,"RESCHENTHALER, GUY MR.",PA,14,REPUBLICAN PARTY,House,Incumbent,C,R000610,Guy_Reschenthaler,412813,greschenthaler,0.8954437090045655,0.5087719298245614,0.377,0.5351072109219959,0.5403960946437467,18,0.15985687554261951
H8PA18199,"RESCHENTHALER, GUY MR.",PA,14,REPUBLICAN PARTY,House,Incumbent,C,R000610,Guy_Reschenthaler,412813,reschenthaler,0.8954437090045655,0.5087719298245614,0.377,0.5351072109219959,0.5403960946437467,18,0.15985687554261951
H2GA10133,"REUTER, KIMBERLY ANN CLARK",GA,06,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.2549909081549513,11,0.13901051815112186
H2AK00218,"REVAK, JOSHUA CARL",AK,00,REPUBLICAN PARTY,House,Open seat,C,NA,Josh_Revak,NA,joshrevak,NA,NA,NA,NA,0.49543194293402926,8,0.0963368019870488
H2WA02268,"REVELLE, DOUG ""YOSHE""",WA,02,NO PARTY PREFERENCE,House,Challenger,N,NA,Doug_Revelle,NA,NA,NA,NA,NA,NA,0.24557852497375565,9,0.1155496751818281
H2TX08174,"REVIS, CHRISTOPHER JOHN",TX,08,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.4261818148948022,16,0.146886849326991
H2HI01138,"REYES, ARTURO",HI,01,REPUBLICAN PARTY,House,Challenger,N,NA,Arturo_Reyes,NA,NA,NA,NA,NA,NA,0.29226737713123674,14,0.04996190397519908
H2HI02144,"REYES, ARTURO PACHEO",HI,01,REPUBLICAN PARTY,House,Challenger,N,NA,Arturo_Reyes,NA,NA,NA,NA,NA,NA,0.29226737713123674,14,0.04996190397519908
H2AR02103,"REYNOLDS, CONRAD E",AR,02,REPUBLICAN PARTY,House,Challenger,P,NA,Conrad_Reynolds,NA,colonelreynolds,0.37950118896924634,0.09844054580896686,NA,NA,0.36630185284834904,9,0.12064730567661365
H2MO07119,"REYNOLDS, DERRAL",MO,07,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5632667737809012,24,0.028577438885298206
H2OR01216,"REYNOLDS, STEVEN CODY",OR,06,DEMOCRATIC PARTY,House,Open seat,P,NA,Steven_Cody_Reynolds_(Oregon),NA,codyfororegon,NA,NA,NA,NA,0.11779641131077168,4,NA
H2IN09209,"REZAEI, BABAK",IN,09,DEMOCRATIC PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.40896128754264516,16,0.12954215066747843
H2CA30275,"RHODES, AARIKA SAMONE",CA,32,DEMOCRATIC PARTY,House,Challenger,P,NA,Aarika_Rhodes,NA,aarikarhodes,0.8629619957842299,0.3460038986354776,NA,NA,0.5913114631082542,20,0.12857603509111704
H2CO03286,"RHODES, KELLIE",CO,03,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.39569425869509955,7,0.09947562722467802
H4NY04075,"RICE, KATHLEEN",NY,04,DEMOCRATIC PARTY,House,Incumbent,P,R000602,NA,412647,kathleenrice,NA,NA,NA,0.34318568884929157,0.1939573338590158,5,0.046799079451946675
H8IL09174,"RICE, MAXWELL",IL,09,REPUBLICAN PARTY,House,Challenger,P,NA,Max_Rice,NA,checkrice,NA,NA,NA,NA,0.5680952157527119,19,0.04015846323209029
H2SC07066,"RICE, TOM",SC,07,REPUBLICAN PARTY,House,Incumbent,P,R000597,Tom_Rice_(South_Carolina),412572,tomricesc7,NA,NA,NA,0.286146308088,0.5142589980317269,11,0.08601404424996567
H0MO07279,"RICHARDS, AUDREY",MO,07,REPUBLICAN PARTY,House,Open seat,N,NA,Audrey_Richards,NA,audrey4congress,0.0537167245467629,0.0087719298245614,NA,NA,0.5632667737809012,24,0.028577438885298206
H2GA10257,"RICHARDS, MATT",GA,10,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.41468658469405906,15,0.1995866504650406
H2IL12148,"RICHARDSON, KEITH GARTH RABBI",IL,12,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5250616811875948,24,0.12877160568958265
H2NC07112,"RICHARDSON, MONTEL SHAMAR",NC,07,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.33099807515614543,8,0.1285937671467866
H2SC07173,"RICHARDSON, WILLIAM KENNETH",SC,07,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5142589980317269,11,0.08601404424996567
H8LA02054,"RICHMOND, CEDRIC L",LA,02,DEMOCRATIC PARTY,House,Incumbent,N,R000588,NA,412432,reprichmond,NA,NA,NA,0.5280578042297203,0.08427821127255908,25,0.07303995505773347
H2CA33246,"RICHTER, ERNEST HAROLD",CA,33,REPUBLICAN PARTY,House,Challenger,N,NA,Ernest_Richter,NA,NA,NA,NA,NA,NA,0.09106074284245991,12,0.07748390021480676
H2CA45174,"RICHTER, JENNIFER MS.",CA,45,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.21618771566502215,2,0.17469235052087714
H2CO06172,"RICKERSON, GLENN III",CO,06,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.0913210062446238,9,0.10119218596794427
H2NH02252,"RIDDLE, JASON DANIEL",NH,02,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.015672157900835204,2,0.11025247939221404
H2MI13378,"RIDDLE, SAMUEL LEWIS JR",MI,13,DEMOCRATIC PARTY,House,Challenger,C,NA,Sam_Riddle,NA,samriddle,0.23494154689919977,0.05360623781676413,NA,NA,0.19525271000859745,23,0.04097578634380048
H2UT02456,"RIDER, ERIN CHRISTINE",UT,02,REPUBLICAN PARTY,House,Challenger,C,NA,Erin_Rider,NA,erinriderut,NA,NA,NA,NA,0.38261855932036903,11,0.07090063098586784
H2NY22188,"RIDLEY, MIKAYLA",NY,22,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.04368515652560512,1,0.06022096192001433
