,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
4977,H6IN09119,"SCHANSBERG, ERIC",IN,9,REPUBLICAN PARTY,House,Open seat,C,Republican,eric  schansberg,https://ballotpedia.org/D._Eric_Schansberg,,,,,,
4978,H0PA07132,"SCHELLER, LISA",PA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,lisa  scheller,https://ballotpedia.org/Lisa_Scheller,,,,,,
4980,H0CA27085,"SCHIFF, ADAM",CA,30,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,adam  schiff,https://ballotpedia.org/Adam_Schiff,S001150,johricmyej,1949689627,,,
4981,H2NV03229,"SCHIFFMAN, STEVEN MITCHELL MR",NV,3,REPUBLICAN PARTY,House,Challenger,N,Republican,steven  schiffman,,,,,,,
4983,H2OK02190,"SCHILLER, CHRIS",OK,2,REPUBLICAN PARTY,House,Open seat,P,Republican,chris  schiller,https://ballotpedia.org/Chris_Schiller,,myles11cd,1503130408396931078,,,
4984,H2FL01258,"SCHILLER, MARGARET ANN MS",FL,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,margaret  schiller,https://ballotpedia.org/Margaret_Schiller,,,,,,
4986,H2CA50216,"SCHINDLER, ADAM DR.",CA,50,INDEPENDENT,House,Challenger,C,Other,adam  schindler,https://ballotpedia.org/Adam_Schindler,,repjerrynadler,40302336,,,
4987,H2MN05224,"SCHLUTER, NATE",MN,5,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,Other,nate  schluter,,,repjerrynadler,40302336,,,
4990,H2FL15159,"SCHMELING, WENDY JUNE MS.",FL,18,REPUBLICAN PARTY,House,Challenger,P,Republican,wendy  schmeling,https://ballotpedia.org/Wendy_Schmeling,,jerrynadler,408816873,,,
4992,H2NJ04256,"SCHMIDT, DAVID",NJ,4,OTHER,House,Challenger,N,Other,david  schmidt,,,jerrynadler,408816873,,,
4993,H2KS02143,"SCHMIDT, PATRICK",KS,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,patrick  schmidt,https://ballotpedia.org/Patrick_Schmidt,,,,,,
4994,H2NY18087,"SCHMITT, COLIN J",NY,18,REPUBLICAN PARTY,House,Challenger,P,Republican,colin  schmitt,https://ballotpedia.org/Colin_J._Schmitt,,,,,,
4996,H2TX15229,"SCHMUKER, STEVEN JR",TX,15,REPUBLICAN PARTY,House,Challenger,N,Republican,steven  schmuker,https://ballotpedia.org/Steve_Schmuker_Jr.,,johnny_congress,557046603,,,
4997,H2IL10068,"SCHNEIDER, BRADLEY S.",IL,10,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bradley  schneider,https://ballotpedia.org/Brad_Schneider,S001190,terrynamkung,1462576688773189634,,,
4998,H2IL10068,"SCHNEIDER, BRADLEY S.",IL,10,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bradley  schneider,https://ballotpedia.org/Brad_Schneider,S001190,bradnamdar,360397967,,,
5000,H2FL13139,"SCHNEIDER, JAN",FL,16,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jan  schneider,https://ballotpedia.org/Jan_Schneider,,,,,,
5002,H2NJ05329,"SCHNEIDERMAN, FRED",NJ,5,REPUBLICAN PARTY,House,Challenger,P,Republican,fred  schneiderman,https://ballotpedia.org/Fred_Schneiderman,,napier2022,1604816462568460292,No tweets found.,,
5004,H0MI03316,"SCHOLTEN, HILLARY",MI,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,hillary  scholten,https://ballotpedia.org/Hillary_Scholten,S001221,grace4congress_,488755647,,,
5005,H8OR05107,"SCHRADER, KURT",OR,5,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,kurt  schrader,https://ballotpedia.org/Kurt_Schrader,S001180,gracenapolitano,161411080,,,
5007,H2NY17154,"SCHREPEL, JACK",NY,17,REPUBLICAN PARTY,House,Challenger,P,Republican,jack  schrepel,https://ballotpedia.org/Jack_Schrepel,,grace4congress,4895651115,No tweets found.,,
5009,H8WA08189,"SCHRIER, KIM DR.",WA,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kim  schrier,https://ballotpedia.org/Kim_Schrier,S001216,c_nas1,190028553,,,
5011,H8WA08189,"SCHRIER, KIM DR.",WA,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kim  schrier,https://ballotpedia.org/Kim_Schrier,S001216,cn4pa4,,No tweets found.,Name not found.,
5012,H6NJ04182,"SCHROEDER, HANK",NJ,4,OTHER,House,Challenger,N,Other,hank  schroeder,https://ballotpedia.org/Hank_Schroeder,,sam4florida,1545407987807813632,,,
5014,H2NC06163,"SCHUCH, WILLIAM (BILL)",NC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,william  schuch,https://ballotpedia.org/William_Schuch,,,,,,
5015,H2HI02615,"SCHULTZ, BRENDAN",HI,2,DEMOCRATIC PARTY,House,Open seat,N,Democrat,brendan  schultz,https://ballotpedia.org/Brendan_Schultz,,,,,,
5016,H2MN08152,"SCHULTZ, JENNIFER",MN,8,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,Other,jennifer  schultz,,,,,,,
5018,H2OH16069,"SCHULZ, JONAH",OH,13,REPUBLICAN PARTY,House,Open seat,C,Republican,jonah  schulz,,,jesus_g_navarro,1525290402349203463,,,
5020,H2NJ07234,"SCHWAB, STERLING IRWIN",NJ,7,REPUBLICAN PARTY,House,Challenger,N,Republican,sterling  schwab,https://ballotpedia.org/Sterling_Schwab,,realomarnavarro,248113252,,,
5021,H2MN03112,"SCHWARZE, ADAM NOEL",MN,3,REPUBLICAN PARTY,House,Challenger,P,Republican,adam  schwarze,,,,,,,
5023,H4AZ06045,"SCHWEIKERT, DAVID S.",AZ,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,david  schweikert,https://ballotpedia.org/David_Schweikert,,kennavitsky,2800279758,,,
5024,H2WA22019,"SCOTT(D), CHARLIE (CHARLES) LEE SEN SR",WA,22,DEMOCRATIC PARTY,House,Challenger,N,Democrat,charlie  scottd,,,,,,,
5026,H2KY03172,"SCOTT, ATTICA WOODSON",KY,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,attica  scott,https://ballotpedia.org/Attica_Scott,,nealforcongress,555977812,,,
5028,H0FL22126,"SCOTT, CHRISTINE",FL,23,NO PARTY AFFILIATION,House,Challenger,P,Other,christine  scott,https://ballotpedia.org/Christine_Scott,,nealforcongress,555977812,,,
5030,H2SC07314,"SCOTT, DARYL",SC,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,daryl  scott,https://ballotpedia.org/Daryl_Scott,,reprichardneal,442824717,,,
5031,H2GA13012,"SCOTT, DAVID ALBERT",GA,13,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,david  scott,https://ballotpedia.org/David_Scott_(Georgia),S001157,reprichardneal,442824717,,,
5033,H2MI06109,"SCOTT, EZRA MR.",MI,5,REPUBLICAN PARTY,House,Challenger,P,Republican,ezra  scott,,,joeneguse,1542372750,,,
5035,H0GA08099,"SCOTT, JAMES AUSTIN",GA,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  scott,,S001189,repjoeneguse,1078749802765139968,,,
5036,H0GA08099,"SCOTT, JAMES AUSTIN",GA,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  scott,,S001189,joeneguse,1542372750,,,
5038,H6VA01117,"SCOTT, ROBERT C",VA,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  scott,https://ballotpedia.org/Bobby_Scott_(Virginia),S000185,sherifftnehls,3299995136,,,
5039,H6VA01117,"SCOTT, ROBERT C",VA,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  scott,https://ballotpedia.org/Bobby_Scott_(Virginia),S000185,repjoeneguse,1078749802765139968,,,
5040,H6VA01117,"SCOTT, ROBERT C",VA,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  scott,https://ballotpedia.org/Bobby_Scott_(Virginia),S000185,reptroynehls,1347318288850825217,,,
5042,H2TX31143,"SCURRY, CHRISTOPHER MICHAEL",TX,37,DEMOCRATIC PARTY,House,Open seat,N,Democrat,christopher  scurry,,,,,,,
5043,H2TX18215,"SEALS SINGH CHAUDRY KUMAR, TINA RICHEL",TX,18,,House,Challenger,N,Other,tina  kumar,,,hassanhnehme,1435407478796206082,,,
5045,H8NC02086,"SEARCY, SAM",NC,13,DEMOCRATIC PARTY,House,Open seat,N,Democrat,sam  searcy,https://ballotpedia.org/Sam_Searcy,,,,,,
5046,H2WV02209,"SECKMAN, MICHAEL",WV,2,REPUBLICAN PARTY,House,Challenger,C,Republican,michael  seckman,https://ballotpedia.org/Mike_Seckman,,voteneighbors,1199183201719259142,,,
5048,H8NM01323,"SEDILLO LOPEZ, ANTOINETTE",NM,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,antoinette  lopez,,,,,,,
5049,H2MI08196,"SEELY, MATTHEW",MI,8,REPUBLICAN PARTY,House,Challenger,P,Republican,matthew  seely,https://ballotpedia.org/Matthew_Seely,,storm4congress,,No tweets found.,Name not found.,
5051,H2RI02234,"SEGAL, DAVID",RI,2,DEMOCRATIC PARTY,House,Open seat,P,Democrat,david  segal,https://ballotpedia.org/David_Segal,,,,,,
5052,H2NJ11178,"SELEN, TAYFUN",NJ,11,REPUBLICAN PARTY,House,Challenger,P,Republican,tayfun  selen,https://ballotpedia.org/Tayfun_Selen,,,,,,
5053,H2TX03290,"SELF, KEITH ALAN MR",TX,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,keith  self,https://ballotpedia.org/Keith_Self,S001224,coraformt,1178696165291888640,,,
5055,H2OR04111,"SELKER, JOHN STEVEN DR.",OR,4,DEMOCRATIC PARTY,House,Open seat,C,Democrat,john  selker,https://ballotpedia.org/John_Selker,,,,,,
5057,H2MS04282,"SELLERS, DAVID",MS,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,david  sellers,https://ballotpedia.org/David_Sellers_(Mississippi),,drmark_3rdcd_wi,797072326340780033,,,
5058,H2WY01016,"SELVIG, MARISSA JOY",WY,0,CONSTITUTION PARTY,House,Challenger,P,Other,marissa  selvig,https://ballotpedia.org/Marissa_Selvig,,,,,,
5059,H2CA07141,"SEMENENKO, MAX",CA,7,REPUBLICAN PARTY,House,Challenger,N,Republican,max  semenenko,https://ballotpedia.org/Max_Semenenko,,,,,,
5060,H2NY23137,"SEMPOLINSKI, JOSEPH",NY,23,REPUBLICAN PARTY,House,Incumbent,P,Republican,joseph  sempolinski,https://ballotpedia.org/Joe_Sempolinski,S001219,wendyforwnc,1379989334217080833,,,
5062,H2IL11140,"SEPPELFRICK, DEAN ALLEN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,dean  seppelfrick,,,annactnow,1528733642,,,
5064,H2NV04094,"SERRANO, CAROLINA",NV,1,REPUBLICAN PARTY,House,Challenger,P,Republican,carolina  serrano,https://ballotpedia.org/Carolina_Serrano,,,,,,
5065,H2KY05185,"SERRANO, GERARDO",KY,5,REPUBLICAN PARTY,House,Challenger,P,Republican,gerardo  serrano,https://ballotpedia.org/Gerardo_Serrano,,,,,,
5067,H2FL20241,"SERRATORE, LEONARD LOUIS MR.",FL,18,REPUBLICAN PARTY,House,Challenger,C,Republican,leonard  serratore,,,newhouse4rep,2375967966,,,
5069,H2TX03126,"SESSIONS, PETE",TX,17,REPUBLICAN PARTY,House,Incumbent,C,Republican,pete  sessions,https://ballotpedia.org/Pete_Sessions,S000250,repnewhouse,2930635215,,,
5071,H2WA04165,"SESSLER, JERROD",WA,4,REPUBLICAN PARTY,House,Challenger,P,Republican,jerrod  sessler,https://ballotpedia.org/Jerrod_Sessler,,newhouse4rep,2375967966,,,
5072,H0IL10393,"SEVERINO, JOSEPH",IL,10,REPUBLICAN PARTY,House,Challenger,N,Republican,joseph  severino,https://ballotpedia.org/Joseph_Severino,,,,,,
5073,H0AL07086,"SEWELL, TERRI A.",AL,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,terri  sewell,https://ballotpedia.org/Terri_Sewell,S001185,newmarienewman,1270426374,,,
5075,H0AL07086,"SEWELL, TERRI A.",AL,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,terri  sewell,https://ballotpedia.org/Terri_Sewell,S001185,marie4congress,,No tweets found.,Name not found.,
5076,H2NJ42025,"SEYMOUR, MATHEW MR",NJ,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,mathew  seymour,,,,,,,
5077,H0OH11122,"SHABAZZ, TARIQ K.",OH,11,DEMOCRATIC PARTY,House,Challenger,N,Democrat,tariq  shabazz,,,williefortexas,,No tweets found.,Name not found.,
5079,H2AR01121,"SHACKELFORD, JODY",AR,1,REPUBLICAN PARTY,House,Challenger,P,Republican,jody  shackelford,https://ballotpedia.org/Jody_Shackelford,,,,,,
5080,H2CO01231,"SHACKLEFORD, RUSTY",CO,1,UNAFFILIATED,House,Challenger,N,Other,rusty  shackleford,,,,,,,
5082,H2PA17160,"SHAFFER, JEREMY",PA,17,REPUBLICAN PARTY,House,Open seat,P,Republican,jeremy  shaffer,https://ballotpedia.org/Jeremy_Shaffer,,nicholscongress,1417753567105069058,,,
5083,H2LA03097,"SHAHEEN, JACOB LEWIS",LA,3,REPUBLICAN PARTY,House,Challenger,N,Republican,jacob  shaheen,https://ballotpedia.org/Jake_Shaheen,,,,,,
5084,H2NY04186,"SHAKIL, KEVIN BRYAN",NY,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kevin  shakil,,,nicklalota,275989559,,,
5086,H2TN05313,"SHANNON, RICHARD ALAN MR. JR.",TN,5,INDEPENDENT,House,Open seat,N,Other,richard  shannon,https://ballotpedia.org/Rick_Shannon,,,,,,
5088,H2FL20134,"SHARIEF, BARBARA",FL,20,DEMOCRATIC PARTY,House,Open seat,P,Democrat,barbara  sharief,https://ballotpedia.org/Barbara_Sharief,,repwileynickel,1591085093220671491,,,
5089,H2FL20134,"SHARIEF, BARBARA",FL,20,DEMOCRATIC PARTY,House,Open seat,P,Democrat,barbara  sharief,https://ballotpedia.org/Barbara_Sharief,,wileynickel,33795371,,,
5091,H2NC12245,"SHARKEY, JOHN",NC,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,john  sharkey,https://ballotpedia.org/John_Sharkey,,law_wiley,1039939534417485826,,,
5092,H2NC02303,"SHARMA, SIDDHANTH",NC,5,REPUBLICAN PARTY,House,Challenger,P,Republican,siddhanth  sharma,,,,,,,
5094,H0TX35064,"SHARON, JENNIFER",TX,37,REPUBLICAN PARTY,House,Open seat,P,Republican,jennifer  sharon,https://ballotpedia.org/Jenny_Garcia_Sharon,,yuhline,115576195,,,
5095,H2KY01077,"SHARP, DAVID L",KY,1,REPUBLICAN PARTY,House,Challenger,N,Republican,david  sharp,,,,,,,
5096,H0OH12179,"SHEARER, ALAINA",OH,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,alaina  shearer,,,,,,,
5097,H2PA09118,"SHECKTOR, ANDREW",PA,9,REPUBLICAN PARTY,House,Challenger,N,Republican,andrew  shecktor,,,,,,,
5099,H2TX04116,"SHELBY, DOC MR",TX,4,DEMOCRATIC PARTY,House,Challenger,C,Democrat,doc  shelby,,,noblefororegon,710304609856651264,,,
5100,H2CA16126,"SHELDON-LONDON, MONIKA LOUISE MS.",CA,4,REPUBLICAN PARTY,House,Challenger,P,Republican,monika  sheldonlondon,,,,,,,
5101,H2NE02124,"SHELTON, ALISHA",NE,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,alisha  shelton,https://ballotpedia.org/Alisha_Shelton,,,,,,
5103,H0MD04160,"SHELTON, KIM",MD,4,DEMOCRATIC PARTY,House,Open seat,N,Democrat,kim  shelton,https://ballotpedia.org/Kim_Shelton,,nofireboxing,473103486,,,
5104,H2FL09194,"SHEPHERD, GEORGE",FL,18,REPUBLICAN PARTY,House,Challenger,P,Republican,george  shepherd,,,,,,,
5105,H6CA24113,"SHERMAN, BRAD",CA,32,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,brad  sherman,https://ballotpedia.org/Brad_Sherman_(California),S000344,donaldnorcross,3122099613,,,
5107,H2NJ09156,"SHERMAN, LEA",NJ,9,OTHER,House,Challenger,N,Other,lea  sherman,,,donaldnorcross,3122099613,,,
5109,H2NY21172,"SHERRILL, KEITH",NY,21,DEMOCRATIC PARTY,House,Challenger,N,Democrat,keith  sherrill,,,donnorcross4nj,2340948996,,,
5111,H8NJ11142,"SHERRILL, MIKIE",NJ,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mikie  sherrill,https://ballotpedia.org/Mikie_Sherrill,S001207,repralphnorman,880480631108644864,,,
5113,H8NJ11142,"SHERRILL, MIKIE",NJ,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mikie  sherrill,https://ballotpedia.org/Mikie_Sherrill,S001207,votekarin,1480228187468550146,,,
5114,H2NY10126,"SHETH, ASHMI",NY,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,ashmi  sheth,https://ballotpedia.org/Ashmi_Sheth,,ralphnorman,61886317,,,
5117,H2DE00171,"SHLIKAS, EDWARD",DE,0,WRITE-IN,House,Challenger,N,Other,edward  shlikas,,,ralphnorman,61886317,,,
5118,H2CA09154,"SHOEMAKER, JAMES H",CA,9,REPUBLICAN PARTY,House,Open seat,P,Republican,james  shoemaker,https://ballotpedia.org/James_Shoemaker,,,,,,
5119,H2OH07175,"SHOEMAKER, MATTHEW",OH,7,REPUBLICAN PARTY,House,Open seat,C,Republican,matthew  shoemaker,,,angienormoyle,1450254037303975936,,,
5121,H2NV01280,"SHOLTY, MORGUN",NV,1,REPUBLICAN PARTY,House,Challenger,C,Republican,morgun  sholty,https://ballotpedia.org/Morgun_Sholty,,,,,,
5123,H2MO06236,"SHULTZ, DAKOTA",MO,6,REPUBLICAN PARTY,House,Challenger,P,Republican,dakota  shultz,https://ballotpedia.org/Dakota_Shultz,,eleanornorton,23600262,,,
5124,H2CA37346,"SHURE, MICHAEL MR.",CA,37,DEMOCRATIC PARTY,House,Open seat,P,Democrat,michael  shure,https://ballotpedia.org/Michael_Shure,,,,,,
5125,H2FL20274,"SIDDIQUI, IMRAN",FL,20,DEMOCRATIC PARTY,House,Open seat,N,Democrat,imran  siddiqui,https://ballotpedia.org/Imran_Siddiqui,,eleanor4dc,338625847,,,
5128,H2CA10178,"SIGALA, ANGELINA R",CA,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,angelina  sigala,,,nortonforaz,1418620412552962053,,,
5129,H2NY22220,"SIGLER, MICHAEL J.",NY,22,REPUBLICAN PARTY,House,Challenger,P,Republican,michael  sigler,,,,,,,
5131,H2MD07110,"SIGLEY, LORRIE A.",MD,7,REPUBLICAN PARTY,House,Challenger,N,Republican,lorrie  sigley,,,fornorton,1122344440562057216,,,
5132,H2MN04185,"SILVER, JERRY",MN,4,REPUBLICAN PARTY,House,Challenger,N,Republican,jerry  silver,https://ballotpedia.org/Jerry_Silver,,,,,,
5133,H2CA15136,"SIMARD, LIAM MIGUEL",CA,14,UNAFFILIATED,House,Open seat,N,Other,liam  simard,https://ballotpedia.org/Liam_Miguel_Simard,,,,,,
5134,H2TX04157,"SIMMONS, JOHN",TX,4,LIBERTARIAN PARTY,House,Challenger,N,Other,john  simmons,https://ballotpedia.org/John_Simmons_(Texas),,,,,,
5135,H2OH13207,"SIMMS, JILL",OH,14,REPUBLICAN PARTY,House,Open seat,N,Republican,jill  simms,,,isaknti,921271917474172928,,,
5137,H2NY10266,"SIMON, JO ANNE",NY,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jo  simon,https://ballotpedia.org/Jo_Anne_Simon,,,,,,
5139,H2NC14084,"SIMPSON, JONATHAN DAVID",NC,14,REPUBLICAN PARTY,House,Open seat,N,Republican,jonathan  simpson,https://ballotpedia.org/Jonathan_Simpson,,isakforcongress,1460002189108289543,,,
5141,H8ID02064,"SIMPSON, MICHAEL",ID,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  simpson,https://ballotpedia.org/Michael_Simpson_(Idaho),S001148,zachnunn_ia,,No tweets found.,Name not found.,
5142,H8ID02064,"SIMPSON, MICHAEL",ID,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  simpson,https://ballotpedia.org/Michael_Simpson_(Idaho),S001148,zachnunn,1610323831809363971,,,
5143,H2GA03161,"SIMPSON, RHONDA ELAINE",GA,3,REPUBLICAN PARTY,House,Challenger,N,Republican,rhonda  simpson,,,,,,,
5144,H2NV02494,"SIMS, AARON MICHAEL",NV,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,aaron  sims,,,,,,,
5145,H2GA10216,"SIMS, ALAN",GA,10,REPUBLICAN PARTY,House,Open seat,C,Republican,alan  sims,https://ballotpedia.org/Alan_Sims,,bruce_oconnell,1411683381407014924,,,
5147,H2TX20096,"SINCLAIR, KYLE E MR",TX,20,REPUBLICAN PARTY,House,Challenger,P,Republican,kyle  sinclair,https://ballotpedia.org/Kyle_Sinclair,,,,,,
5148,H2CA14220,"SINGH, MAJOR",CA,14,NO PARTY AFFILIATION,House,Open seat,P,Other,major  singh,https://ballotpedia.org/Major_Singh,,,,,,
5149,H2NY25082,"SINGLETARY, LA'RON DESMOND",NY,25,REPUBLICAN PARTY,House,Challenger,P,Republican,laron  singletary,https://ballotpedia.org/La'Ron_Singletary,,,,,,
5150,H2GA12154,"SINGLETON, NEIL",GA,12,REPUBLICAN PARTY,House,Challenger,N,Republican,neil  singleton,,,sherrycongress,1444864775108837381,,,
5152,H6NJ13191,"SIRES, ALBIO",NJ,8,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,albio  sires,,S001165,,,,,
5153,H2TX35219,"SISCO, CARLA-JOY",TX,35,DEMOCRATIC PARTY,House,Challenger,C,Democrat,carlajoy  sisco,https://ballotpedia.org/Carla-Joy_Sisco,,repohalleran,808416682972770304,,,
5155,H2WV01102,"SISCO, MICHAEL RAYMOND",WV,1,REPUBLICAN PARTY,House,Challenger,C,Republican,michael  sisco,,,tomohalleran,,No tweets found.,Name not found.,
5157,H0OH04085,"SITES, JEFFREY ALAN",OH,4,DEMOCRATIC PARTY,House,,N,Democrat,jeffrey  sites,https://ballotpedia.org/Jeffrey_Sites,,,,,,
5158,H0OR04107,"SKARLATOS, ALEK",OR,4,REPUBLICAN PARTY,House,Open seat,P,Republican,alek  skarlatos,https://ballotpedia.org/Alek_Skarlatos,,,,,,
5159,H2NY24176,"SKELLINGTON, SHELLEY M.",NY,24,DEMOCRATIC PARTY,House,Open seat,N,Democrat,shelley  skellington,,,,,,,
5160,H2NJ05337,"SKENDERI, SAB",NJ,5,REPUBLICAN PARTY,House,Challenger,N,Republican,sab  skenderi,https://ballotpedia.org/Sab_Skenderi,,,,,,
5161,H2FL12115,"SKINNER, JEANNETTE RENEE",FL,11,REPUBLICAN PARTY,House,Challenger,P,Republican,jeannette  skinner,,,,,,,
5162,H2CO03310,"SKOWRONSKI, KRISTIN ELISE",CO,3,INDEPENDENT,House,Challenger,P,Other,kristin  skowronski,https://ballotpedia.org/Kristin_Skowronski,,,,,,
5164,H2FL21116,"SKRBIC, LJUBO DR.",FL,21,REPUBLICAN PARTY,House,Challenger,N,Republican,ljubo  skrbic,https://ballotpedia.org/Ljubo_Skrbic,,imanioakleynj10,1085969886315188224,No tweets found.,,
5165,H2MO03209,"SKWIRA, RICHARD JR.",MO,3,REPUBLICAN PARTY,House,Challenger,N,Republican,richard  skwira,,,,,,,
5166,H2TX32117,"SLAGEL, GARY ALLEN",TX,32,REPUBLICAN PARTY,House,Challenger,C,Republican,gary  slagel,,,teamobernolte,1291597452357771264,,,
5168,H2MO02151,"SLANTZ, BILL",MO,2,LIBERTARIAN PARTY,House,Challenger,N,Other,bill  slantz,https://ballotpedia.org/Bill_Slantz,,jayobernolte,272482466,,,
5170,H2AL02174,"SLATE, JACK",AL,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jack  slate,,,jayobernolte,272482466,,,
5172,H2CA12240,"SLAUSON, STEPHEN SCOTT",CA,12,REPUBLICAN PARTY,House,Challenger,N,Republican,stephen  slauson,https://ballotpedia.org/Stephen_Slauson,,teamobernolte,1291597452357771264,,,
5174,H8MI08102,"SLOTKIN, ELISSA",MI,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,elissa  slotkin,https://ballotpedia.org/Elissa_Slotkin,S001208,kelsteno,1477701122940813317,,,
5176,H2NC07187,"SLOTTA, CHAD",NC,13,REPUBLICAN PARTY,House,Challenger,P,Republican,chad  slotta,https://ballotpedia.org/Chad_Slotta,,,,,,
5177,H2NC11296,"SLUDER, KRISTIE",NC,11,REPUBLICAN PARTY,House,Challenger,N,Republican,kristie  sluder,https://ballotpedia.org/Kristie_Sluder,,,,,,
5178,H2PA17194,"SLUZYNSKY, WALTER STEVE MR.",PA,17,,House,Challenger,N,Other,walter  sluzynsky,https://ballotpedia.org/Walter_Sluzynsky,,,,,,
5180,H2CA49325,"SMALLEY, NADIA BAHIA",CA,49,DEMOCRATIC PARTY,House,Challenger,N,Democrat,nadia  smalley,https://ballotpedia.org/Nadia_Smalley,,davidocamponj,517975344,,,
5181,H2MD06294,"SMILOWITZ, BENJAMIN",MD,6,DEMOCRATIC PARTY,House,Challenger,P,Democrat,benjamin  smilowitz,https://ballotpedia.org/Ben_Smilowitz,,aoc,138203134,,,
5184,H2CA02183,"SMITH, AARON",CA,2,REPUBLICAN PARTY,House,Challenger,N,Republican,aaron  smith,,,repaoc,1079104563280527364,,,
5185,H6NE03115,"SMITH, ADRIAN",NE,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,adrian  smith,https://ballotpedia.org/Adrian_Smith_(Nebraska),S001172,aoc,138203134,,,
5187,H8CA41170,"SMITH, AJA",CA,41,REPUBLICAN PARTY,House,Challenger,P,Republican,aja  smith,,,,,,,
5188,H2NY01091,"SMITH, AUSTIN C",NY,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,austin  smith,,,,,,,
5189,H2AR01105,"SMITH, BRANDT",AR,1,REPUBLICAN PARTY,House,Challenger,C,Republican,brandt  smith,https://ballotpedia.org/Brandt_Smith,,writeconsult,16485498,,,
5191,H2CO06206,"SMITH, BRIAN",CO,6,REPUBLICAN PARTY,House,Challenger,N,Republican,brian  smith,,,,,,,
5192,H2NC11262,"SMITH, BROOKER LOGAN",NC,11,DEMOCRATIC PARTY,House,Challenger,N,Democrat,brooker  smith,,,andalibodulate,1244417415049547777,,,
5195,H4ID02063,"SMITH, BRYAN",ID,2,REPUBLICAN PARTY,House,Challenger,P,Republican,bryan  smith,https://ballotpedia.org/Bryan_Smith_(Idaho),,femioduwole1,1331687662814601222,,,
5196,H2FL12123,"SMITH, CHARLES W",FL,12,NO PARTY AFFILIATION,House,Challenger,N,Other,charles  smith,https://ballotpedia.org/Charles_Smith_(Florida),,,,,,
5197,H8NJ04014,"SMITH, CHRISTOPHER H",NJ,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,christopher  smith,,S000522,,,,,
5198,H0CA25154,"SMITH, CHRISTY",CA,27,DEMOCRATIC PARTY,House,Challenger,P,Democrat,christy  smith,https://ballotpedia.org/Christy_Smith,,,,,,
5199,H2AZ05173,"SMITH, CLINT",AZ,5,INDEPENDENT,House,Challenger,P,Other,clint  smith,https://ballotpedia.org/Clint_Smith_(Arizona),,repogles,1603110823014141952,,,
5201,H6WA09025,"SMITH, D. ADAM",WA,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,d  smith,https://ballotpedia.org/Adam_Smith_(Washington),S000510,andyogles,48375550,,,
