name,party,state,district,last_election,twitter,ballotpedia
Ben Beardsley,Democratic Party,Maryland,3,"July 19, 2022",['https://www.twitter.com/ben4congress26'],https://ballotpedia.org/Ben_Beardsley
Tom McClintock,Republican Party,California,5,"November 8, 2022","['https://www.twitter.com/RepMcClintock', 'https://www.twitter.com/tommcclintock']",https://ballotpedia.org/Tom_McClintock
James Beard,Democratic Party,Kansas,1,"November 8, 2022",[],https://ballotpedia.org/James_Beard_(Kansas)
Pat Harrigan,Republican Party,North_Carolina,14,"November 8, 2022",['https://www.twitter.com/PatHarriganNC'],https://ballotpedia.org/Pat_Harrigan
Brian Belzer,Republican Party,Louisiana,6,"November 8, 2022",['https://www.twitter.com/BelzerForChange'],https://ballotpedia.org/Brian_Belzer
Rene Coronado,Democratic Party,Texas,34,"June 14, 2022",['https://www.twitter.com/ReneCoronado14'],https://ballotpedia.org/Rene_Coronado
Jonathan Polhemus,Democratic Party,Oregon,3,"May 17, 2022",[],https://ballotpedia.org/Jonathan_Polhemus
Todd Bloom,Republican Party,Washington,6,"August 2, 2022",['https://www.twitter.com/Elect_ToddBloom'],https://ballotpedia.org/Todd_Bloom
Beth Harwell,Republican Party,Tennessee,5,"August 4, 2022",['https://www.twitter.com/BethHarwellTN'],https://ballotpedia.org/Beth_Harwell
Joseph Morelle,Democratic Party,New York,25,"November 8, 2022","['https://www.twitter.com/repjoemorelle', 'https://www.twitter.com/votemorelle']",https://ballotpedia.org/Joseph_Morelle
Tremayne Wilson,Independent,Alaska,,"August 16, 2022",[],https://ballotpedia.org/Tremayne_Wilson
Andrew Halcro,Independent,Alaska,,"June 11, 2022",['https://www.twitter.com/AndrewHalcro'],https://ballotpedia.org/Andrew_Halcro
Wendy Norman,Democratic Party,Idaho,2,"November 8, 2022",[],https://ballotpedia.org/Wendy_Norman
Phillip Beachy,Independent,Indiana,3,"November 8, 2022",[],https://ballotpedia.org/Phillip_Beachy
Kelly Armstrong,Republican Party,North_Dakota,,"November 8, 2022","['https://www.twitter.com/RepArmstrongND', 'https://www.twitter.com/Armstrong_ND', 'https://www.twitter.com/armstrong_km']",https://ballotpedia.org/Kelly_Armstrong_(North_Dakota)
Bernard Flowers,Republican Party,Maryland,2,"July 19, 2022",['https://www.twitter.com/BerneyFlowers'],https://ballotpedia.org/Bernard_Flowers
Steve Roberts,Democratic Party,Missouri,1,"November 3, 2020",['https://www.twitter.com/RobertsforSTL'],https://ballotpedia.org/Steve_Roberts_(Missouri_state_legislator)
Jerry Barham,Republican Party,Missouri,5,"August 2, 2022",[],https://ballotpedia.org/Jerry_Barham
Dave Giles,Republican Party,Arizona,4,"August 6, 2024",['https://www.twitter.com/votegiles'],https://ballotpedia.org/Dave_Giles
Jack Achenbach,Democratic Party,Florida,10,"August 23, 2022",['https://www.twitter.com/JackAchenbach'],https://ballotpedia.org/Jack_Achenbach
Davis LeBlanc Jr.,Republican Party,Alaska,,"August 16, 2022",['https://www.twitter.com/DavisLeBlancJR'],https://ballotpedia.org/Davis_LeBlanc_Jr.
John Conyers III,Democratic Party,Michigan,13,"August 2, 2022","['https://www.twitter.com/conyerscampaign', 'https://www.twitter.com/CONYERSTHREE']",https://ballotpedia.org/John_Conyers_III
Mike Calhoun,Republican Party,Nebraska,3,"May 10, 2022",[],https://ballotpedia.org/Mike_Calhoun
Brian Maryott,Republican Party,California,49,"November 8, 2022",['https://www.twitter.com/brianlmaryott'],https://ballotpedia.org/Brian_Maryott
Robert Aderholt,Republican Party,Alabama,4,"November 8, 2022",['https://www.twitter.com/Robert_Aderholt'],https://ballotpedia.org/Robert_Aderholt
Craig Riedel,Republican Party,Ohio,9,"November 5, 2024",[],https://ballotpedia.org/Craig_Riedel
Darrius Butler,Democratic Party,Georgia,8,"November 8, 2022",['https://www.twitter.com/revdbutler'],https://ballotpedia.org/Darrius_Butler
Heather Mizeur,Democratic Party,Maryland,1,"November 8, 2022",['https://www.twitter.com/HeatherMizeur'],https://ballotpedia.org/Heather_Mizeur
George Papastrat,Republican Party,North Carolina,3,"May 17, 2022",['https://www.twitter.com/gpapastrat'],https://ballotpedia.org/George_Papastrat
Jim Walkowicz,Working Class Party,Michigan,9,"November 8, 2022",[],https://ballotpedia.org/Jim_Walkowicz
Christopher Deluzio,Democratic Party,Pennsylvania,17,"November 8, 2022","['https://www.twitter.com/RepDeluzio', 'https://www.twitter.com/ChrisForPA']",https://ballotpedia.org/Christopher_Deluzio
Andrea Kirby,Working Class Party,Michigan,10,"November 8, 2022",[],https://ballotpedia.org/Andrea_Kirby
Chris Mapp,Republican Party,Texas,27,"March 1, 2022",['https://www.twitter.com/ckmapp'],https://ballotpedia.org/Chris_Mapp
Erika Benfield,Republican Party,Florida,7,"August 23, 2022","['https://www.twitter.com/Erika_Benfield', 'https://www.twitter.com/FLQINTDESIGN']",https://ballotpedia.org/Erika_Benfield
Wayne Steele,Democratic Party,Tennessee,4,"November 8, 2022",[],https://ballotpedia.org/Wayne_Steele
Dan Matthews,Republican Party,Washington,2,"November 8, 2022",['https://www.twitter.com/dan2congress'],https://ballotpedia.org/Dan_Matthews_(Washington)
Steve Scalise,Republican Party,Louisiana,1,"November 8, 2022","['https://www.twitter.com/SteveScalise', 'https://www.twitter.com/SteveScaliseGOP']",https://ballotpedia.org/Steve_Scalise
David Trone,Democratic Party,Maryland,6,"November 8, 2022","['https://www.twitter.com/repdavidtrone', 'https://www.twitter.com/davidjtrone']",https://ballotpedia.org/David_Trone
Sol Sandoval,Democratic Party,Colorado,3,"June 28, 2022","['https://www.twitter.com/SolforCo', 'https://www.twitter.com/SolSandovalCO']",https://ballotpedia.org/Sol_Sandoval
Catherine A. O'Shea,Republican Party,Illinois,6,"June 28, 2022",[],https://ballotpedia.org/Catherine_O'Shea
Michael Gallo,Libertarian Party,New Jersey,2,"November 8, 2022",['https://www.twitter.com/GalloCongress'],https://ballotpedia.org/Michael_Gallo
Michael Daniels,Democratic Party,Missouri,1,"August 2, 2022",['https://www.twitter.com/DanielsForUSRep'],https://ballotpedia.org/Michael_Daniels_(Missouri)
Rick Tyler,Independent,Tennessee,3,"November 8, 2022",[],https://ballotpedia.org/Rick_Tyler_(Tennessee)
Litesa Wallace,Democratic Party,Illinois,17,"June 28, 2022",['https://www.twitter.com/LitesaWallace'],https://ballotpedia.org/Litesa_E._Wallace
Jeremy Spreitzer,Democratic Party,Arizona,8,"August 6, 2024",[],https://ballotpedia.org/Jeremy_Spreitzer
Chris Mathys,Republican Party,California,22,"June 7, 2022",['https://www.twitter.com/ChrisMathysCA21'],https://ballotpedia.org/Chris_Mathys
Ben Dewell,Democratic Party,California,20,"June 7, 2022","['https://www.twitter.com/ca20th', 'https://www.twitter.com/benldewell']",https://ballotpedia.org/Ben_Dewell
Kat Cammack,Republican Party,Florida,3,"November 8, 2022","['https://www.twitter.com/RepKatCammack', 'https://www.twitter.com/Kat_Cammack', 'https://www.twitter.com/KatCammack']",https://ballotpedia.org/Kat_Cammack
David Derby,Republican Party,Oklahoma,2,"June 28, 2022",['https://www.twitter.com/derby74'],https://ballotpedia.org/David_Derby
Christopher Ryan,Republican Party,Missouri,6,"August 2, 2022",[],https://ballotpedia.org/Christopher_Ryan
Asa Palagi,Republican Party,Texas,35,"March 1, 2022",[],https://ballotpedia.org/Asa_Palagi
Delia Ramirez,Democratic Party,Illinois,3,"November 8, 2022",['https://www.twitter.com/Delia4Congress'],https://ballotpedia.org/Delia_Ramirez
Tom Rice,Republican Party,South Carolina,7,"June 14, 2022",['https://www.twitter.com/tomricesc7'],https://ballotpedia.org/Tom_Rice_(South_Carolina)
Marilyn Strickland,Democratic Party,Washington,10,"November 8, 2022","['https://www.twitter.com/RepStricklandWA', 'https://www.twitter.com/StricklandforWA', 'https://www.twitter.com/Mstrickland747']",https://ballotpedia.org/Marilyn_Strickland
Komi Agoda-Koussema,Democratic Party,New York,11,"August 23, 2022",['https://www.twitter.com/Agoda4SIBK'],https://ballotpedia.org/Komi_Agoda-Koussema
John Duarte,Republican Party,California,13,"November 8, 2022",[],https://ballotpedia.org/John_Duarte
Paul Glumaz,Republican Party,Washington,7,"August 2, 2022",['https://www.twitter.com/Glumaz4Congress'],https://ballotpedia.org/Paul_Glumaz
Jerry Ford Sr.,Republican Party,Texas,38,"March 1, 2022",[],https://ballotpedia.org/Jerry_Ford_Sr.
Andy Yates,Republican Party,Arizona,2,"August 2, 2022",['https://www.twitter.com/andyjyates'],https://ballotpedia.org/Andy_Yates
Gerardo Serrano,Republican Party,Kentucky,5,"May 17, 2022",['https://www.twitter.com/AssetForfeiture'],https://ballotpedia.org/Gerardo_Serrano
Stephen Lynch,Democratic Party,Massachusetts,8,"November 8, 2022","['https://www.twitter.com/RepStephenLynch', 'https://www.twitter.com/RepLynch']",https://ballotpedia.org/Stephen_Lynch
Darshan Patel,Democratic Party,New Mexico,2,"June 7, 2022",['https://www.twitter.com/PatelforNM'],https://ballotpedia.org/Darshan_Patel
Madison Gesiotto Gilbert,Republican Party,Ohio,13,"November 8, 2022",['https://www.twitter.com/madisongesiotto'],https://ballotpedia.org/Madison_Gesiotto_Gilbert
Randal Cooper,Democratic Party,Tennessee,6,"November 8, 2022",['https://www.twitter.com/cooperfortn6'],https://ballotpedia.org/Randal_Cooper
Lacy Watson,Democratic Party,West Virginia,1,"November 8, 2022",['https://www.twitter.com/votelacy'],https://ballotpedia.org/Lacy_Watson
Roger Ungemach,Republican Party,Minnesota,1,"May 24, 2022",[],https://ballotpedia.org/Roger_Ungemach
Michelle Steel,Republican Party,California,45,"November 8, 2022","['https://www.twitter.com/RepSteel', 'https://www.twitter.com/MichelleSteelCA']",https://ballotpedia.org/Michelle_Steel
Joe Sempolinski,Republican Party,New_York,23,,['https://www.twitter.com/JoeSempo'],https://ballotpedia.org/Joe_Sempolinski
Jon Chuba,Republican Party,Florida,4,"August 23, 2022",['https://www.twitter.com/jontchuba'],https://ballotpedia.org/Jon_Chuba
Michael Cassidy,Republican Party,Mississippi,3,"August 8, 2023",['https://www.twitter.com/VoteCassidy'],https://ballotpedia.org/Michael_Cassidy_(Mississippi)
John Kovacs,Republican Party,Nevada,3,"June 14, 2022",['https://www.twitter.com/KovacsForNV3'],https://ballotpedia.org/John_Kovacs
Mark Green,Republican Party,Tennessee,7,"November 8, 2022","['https://www.twitter.com/RepMarkGreen', 'https://www.twitter.com/DrMarkGreen4TN']",https://ballotpedia.org/Mark_Green_(Tennessee)
Carolyn B. Maloney,Democratic Party,New York,12,"August 23, 2022",['https://www.twitter.com/CarolynBMaloney'],https://ballotpedia.org/Carolyn_Maloney
John Beatty,,Virginia,10,"November 5, 2019",['https://www.twitter.com/beattyforus'],https://ballotpedia.org/John_Beatty_(Virginia)
Jeff Ettinger,Democratic Party,Minnesota,1,"November 8, 2022",['https://www.twitter.com/SouthernMN4Jeff'],https://ballotpedia.org/Jeff_Ettinger
Ray McCormick,Democratic Party,Indiana,8,"November 8, 2022",[],https://ballotpedia.org/Ray_McCormick
Manga Anantatmula,Republican Party,Virginia,11,"May 7, 2022",['https://www.twitter.com/Manga4Congress'],https://ballotpedia.org/Manga_Anantatmula
Arthur Jones,Independent,Illinois,6,"November 8, 2022",['https://www.twitter.com/ArtJonesCongres'],https://ballotpedia.org/Arthur_Jones
Christopher Russomanno,Libertarian Party,New Jersey,3,"November 8, 2022",[],https://ballotpedia.org/Christopher_Russomanno
Jim Himes,Democratic Party,Connecticut,4,"November 8, 2022",['https://www.twitter.com/jahimes'],https://ballotpedia.org/Jim_Himes
John Glen Weaver,Republican Party,Nebraska,1,"May 10, 2022",['https://www.twitter.com/realjohnglen'],https://ballotpedia.org/John_Glen_Weaver_(Nebraska)
Tina Forte,Republican Party,New York,14,"November 8, 2022",['https://www.twitter.com/TinaForteUSA'],https://ballotpedia.org/Tina_Forte
Nate Schluter,Democratic Party,Minnesota,5,"August 9, 2022",[],https://ballotpedia.org/Nate_Schluter
Terre Layng Rosner,Democratic Party,Illinois,1,"June 28, 2022",[],https://ballotpedia.org/Terre_Layng_Rosner
Michael Ernest Kerr,Green Party,California,10,"November 8, 2022","['https://www.twitter.com/MEKPeaceJustice', 'https://www.twitter.com/mekorganic']",https://ballotpedia.org/Michael_Ernest_Kerr
Jackie Toledo,Republican Party,Florida,15,"August 23, 2022",[],https://ballotpedia.org/Jackie_Toledo
Quanda Francis,Democratic Party,New York,10,"August 23, 2022",['https://www.twitter.com/QuandaFrancis'],https://ballotpedia.org/Quanda_Francis
Ami Bera,Democratic Party,California,6,"November 8, 2022","['https://www.twitter.com/RepBera', 'https://www.twitter.com/BeraForCongress']",https://ballotpedia.org/Ami_Bera
Jonathan Chavez,Republican Party,Georgia,4,"November 8, 2022",['https://www.twitter.com/chavez4congress'],https://ballotpedia.org/Jonathan_Chavez
Steven DeJoie,Democratic Party,Illinois,1,"June 28, 2022",[],https://ballotpedia.org/Steven_DeJoie
Alek Skarlatos,Republican Party,Oregon,4,"November 8, 2022",['https://www.twitter.com/alekskarlatos'],https://ballotpedia.org/Alek_Skarlatos
Jeff Frankenfield,Independent,California,24,"June 7, 2022",[],https://ballotpedia.org/Jeff_Frankenfield
Belinda Fox-Spencer,Independent,West Virginia,1,"November 8, 2022",['https://www.twitter.com/bfoxspencer'],https://ballotpedia.org/Belinda_Fox-Spencer
Jerry Carl,Republican Party,Alabama,1,"November 8, 2022","['https://www.twitter.com/RepJerryCarl', 'https://www.twitter.com/CarlForAlabama']",https://ballotpedia.org/Jerry_Carl
Stephen Houlahan,Democratic Party,California,48,"November 8, 2022","['https://www.twitter.com/electhoulahan', 'https://www.twitter.com/SteveHoulahanRN']",https://ballotpedia.org/Stephen_Houlahan
Timothy Lee,Republican Party,Tennessee,5,"August 4, 2022",[],https://ballotpedia.org/Timothy_Lee_(Tennessee)
Cara Mund,Independent,North_Dakota,,"November 8, 2022",['https://www.twitter.com/caramund'],https://ballotpedia.org/Cara_Mund
Erik Aadland,Republican Party,Colorado,7,"November 8, 2022",['https://www.twitter.com/AadlandforCO'],https://ballotpedia.org/Erik_Aadland
Jeff Gorman,Republican Party,California,19,"November 8, 2022","['https://www.twitter.com/JeffGormanMRY', 'https://www.twitter.com/GormanCongress']",https://ballotpedia.org/Jeff_Gorman_(California)
Rosa L. DeLauro,Democratic Party,Connecticut,3,"November 8, 2022","['https://www.twitter.com/rosadelauro', 'https://www.twitter.com/Rosa_DeLauro']",https://ballotpedia.org/Rosa_DeLauro
Michael Rebresh,Republican Party,Illinois,16,"June 28, 2022",[],https://ballotpedia.org/Michael_Rebresh
Sam Graves,Republican Party,Missouri,6,"November 8, 2022",['https://www.twitter.com/RepSamGraves'],https://ballotpedia.org/Sam_Graves
David Cannata,Republican Party,Massachusetts,4,"November 8, 2022",['https://www.twitter.com/davidcannatajr'],https://ballotpedia.org/David_Cannata
Tim Burchett,Republican Party,Tennessee,2,"November 8, 2022","['https://www.twitter.com/RepTimBurchett', 'https://www.twitter.com/timburchett']",https://ballotpedia.org/Tim_Burchett
Brian Friend,Republican Party,North Carolina,3,"November 5, 2024",[],https://ballotpedia.org/Brian_Friend
Chris Byrd,Independent,Washington,3,"August 2, 2022",['https://www.twitter.com/chrisbyrd222'],https://ballotpedia.org/Chris_Byrd_(Washington)
Bryan Holder,,Iowa,4,"November 8, 2022",[],https://ballotpedia.org/Bryan_Holder
Dan Newhouse,Republican Party,Washington,4,"November 8, 2022","['https://www.twitter.com/repnewhouse', 'https://www.twitter.com/Newhouse4Rep']",https://ballotpedia.org/Dan_Newhouse
Shante Munns,Democratic Party,Florida,11,"November 8, 2022",['https://www.twitter.com/ShanteMunns'],https://ballotpedia.org/Shante_Munns
Omari Hardy,Democratic Party,Florida,20,"August 23, 2022",[],https://ballotpedia.org/Omari_Hardy
Garth Stewart,Republican Party,New Jersey,10,"June 7, 2022",[],https://ballotpedia.org/Garth_Stewart
Jimmy Crumpacker,Republican Party,Oregon,5,"May 17, 2022",['https://www.twitter.com/VoteCrumpacker'],https://ballotpedia.org/Jimmy_Crumpacker
Michael Cloud,Republican Party,Texas,27,"November 8, 2022","['https://www.twitter.com/RepCloudTX', 'https://www.twitter.com/MichaelJCloud']",https://ballotpedia.org/Michael_Cloud_(Texas)
Matthew Fogg,Democratic Party,Maryland,4,"July 19, 2022",['https://www.twitter.com/MarshalFogg'],https://ballotpedia.org/Matthew_Fogg
Suzanne Cassimatis Harp,Republican Party,Texas,3,"March 5, 2024",[],https://ballotpedia.org/Suzanne_Cassimatis_Harp
Patrick Largey,Republican Party,Hawaii,1,"August 13, 2022",[],https://ballotpedia.org/Patrick_Largey
John Lira,Democratic Party,Texas,23,"November 8, 2022",['https://www.twitter.com/liraforcongress'],https://ballotpedia.org/John_Lira_(Texas)
Jim Flynn,No Party Affiliation,Florida,20,"November 8, 2022",[],https://ballotpedia.org/Jim_Flynn_(Florida)
David Bruce Foster,Independent,Virginia,1,"November 8, 2022",['https://www.twitter.com/rsvptruth'],https://ballotpedia.org/David_Bruce_Foster_(Virginia_congressional_candidate)
Kirsten Engel,Democratic Party,Arizona,6,"August 6, 2024",[],https://ballotpedia.org/Kirsten_Engel
Mary Miller,Republican Party,Illinois,15,"November 8, 2022","['https://www.twitter.com/RepMaryMiller', 'https://www.twitter.com/Miller_Congress']",https://ballotpedia.org/Mary_Miller_(Illinois)
Jane Adams,Republican Party,Nevada,1,"June 14, 2022",['https://www.twitter.com/iLoveJaneAdams'],https://ballotpedia.org/Jane_Adams
John Curtis,Republican Party,Utah,3,"November 8, 2022","['https://www.twitter.com/RepJohnCurtis', 'https://www.twitter.com/CurtisUT']",https://ballotpedia.org/John_Curtis_(Utah)
Derrick Brantley,Independent,Tennessee,5,"November 8, 2022",['https://www.twitter.com/dbfortn'],https://ballotpedia.org/Derrick_Brantley
Andrew Gale,Libertarian Party,Michigan,1,"November 8, 2022",[],https://ballotpedia.org/Andrew_Gale
Mike Koolidge,Republican Party,Illinois,14,"June 28, 2022",['https://www.twitter.com/koolidge'],https://ballotpedia.org/Mike_Koolidge
Earl Childress,Democratic Party,Missouri,1,"August 2, 2022",['https://www.twitter.com/EarlChildress'],https://ballotpedia.org/Earl_Childress
Steve Gray,Republican Party,New Jersey,4,"June 7, 2022",['https://www.twitter.com/SteveGrayNJ4'],https://ballotpedia.org/Steve_Gray_(New_Jersey)
Paperboy Prince,Democratic Party,New York,7,"August 23, 2022",[],https://ballotpedia.org/Paperboy_Prince
Brian Burley,Republican Party,California,47,"June 7, 2022",['https://www.twitter.com/Burley4Congress'],https://ballotpedia.org/Brian_Burley
Andy Horning,Libertarian Party,Indiana,8,"November 8, 2022",['https://www.twitter.com/HorningCongress'],https://ballotpedia.org/Andy_Horning
Thireena Yuki Connely,Republican Party,Nebraska,1,"May 10, 2022",['https://www.twitter.com/thireena'],https://ballotpedia.org/Thireena_Yuki_Connely
Trevor Ferrigno,,New Jersey,5,"November 8, 2022",[],https://ballotpedia.org/Trevor_Ferrigno
Patrick Post,No Party Affiliation,Florida,19,"November 8, 2022",[],https://ballotpedia.org/Patrick_Post
Nathan Click,Democratic Party,North Carolina,13,"May 17, 2022",['https://www.twitter.com/NayteClick'],https://ballotpedia.org/Nathan_Click
Cody McNutt,Libertarian Party,Delaware,,"November 8, 2022",['https://www.twitter.com/codyrmcnutt'],https://ballotpedia.org/Cody_McNutt
Ed Thelander,Republican Party,Maine,1,"November 8, 2022",['https://www.twitter.com/EdForMaine'],https://ballotpedia.org/Ed_Thelander
Cheryl Sudduth,Democratic Party,California,8,"June 7, 2022",['https://www.twitter.com/CBSudduth'],https://ballotpedia.org/Cheryl_Sudduth
Vincent Fort,,Georgia,13,"May 24, 2022",[],https://ballotpedia.org/Vincent_Fort
Brian Abrahamson,,Minnesota,1,"November 8, 2022",[],https://ballotpedia.org/Brian_Abrahamson
Hava Holzhauer,Democratic Party,Florida,23,"August 23, 2022",['https://www.twitter.com/HavaHolzhauer'],https://ballotpedia.org/Hava_Holzhauer
Marcy Kaptur,Democratic Party,Ohio,9,"November 8, 2022","['https://www.twitter.com/RepMarcyKaptur', 'https://www.twitter.com/Marcy_Kaptur']",https://ballotpedia.org/Marcy_Kaptur
Marty Quinn,Republican Party,Oklahoma,2,"June 28, 2022",[],https://ballotpedia.org/Marty_Quinn_(Oklahoma)
Yan Xiong,Democratic Party,New York,10,"August 23, 2022",['https://www.twitter.com/YanForNYC'],https://ballotpedia.org/Yan_Xiong
William Powers,Independent,Indiana,1,"November 8, 2022",[],https://ballotpedia.org/William_Powers
Jan Kulmann,Republican Party,Colorado,8,"June 28, 2022","['https://www.twitter.com/JanKulmann', 'https://www.twitter.com/Janifer76']",https://ballotpedia.org/Jan_Kulmann
Martin Alexander,Democratic Party,Ohio,6,"May 3, 2022",[],https://ballotpedia.org/Martin_Alexander
Thomas Harris,Republican Party,Maryland,3,"July 19, 2022",[],https://ballotpedia.org/Thomas_Harris_(Maryland)
Alysia Rieg,Republican Party,Texas,12,"March 1, 2022",['https://www.twitter.com/alysiarieg'],https://ballotpedia.org/Alysia_Rieg
Emmanuel Morel,Democratic Party,Florida,20,"November 2, 2021",['https://www.twitter.com/egmorel1960'],https://ballotpedia.org/Emmanuel_Morel
Roger Day,Democratic Party,Indiana,4,"November 8, 2022",[],https://ballotpedia.org/Roger_Day
Wes Hallman,Republican Party,California,28,"November 8, 2022",[],https://ballotpedia.org/Wes_Hallman
Thomas Kean Jr.,Republican Party,New Jersey,7,"November 8, 2022","['https://www.twitter.com/CongressmanKean', 'https://www.twitter.com/KeanForCongress']",https://ballotpedia.org/Thomas_Kean_Jr.
Josh Revak,Republican Party,Alaska,,"August 16, 2022",['https://www.twitter.com/joshrevak'],https://ballotpedia.org/Josh_Revak
John Henley,Republican Party,Virginia,10,"May 21, 2022",['https://www.twitter.com/JohnHenleyVA'],https://ballotpedia.org/John_Henley
John London,Republican Party,Georgia,9,"May 24, 2022",[],https://ballotpedia.org/John_London
Nate Sandvig,Republican Party,Oregon,6,"May 17, 2022",['https://www.twitter.com/sandvig_nate'],https://ballotpedia.org/Nate_Sandvig
Lisa Scheller,Republican Party,Pennsylvania,7,"November 8, 2022",['https://www.twitter.com/SchellerforPA'],https://ballotpedia.org/Lisa_Scheller
Emil Notti,Democratic Party,Alaska,,"June 11, 2022",[],https://ballotpedia.org/Emil_Notti
Bryan Steil,Republican Party,Wisconsin,1,"November 8, 2022","['https://www.twitter.com/RepBryanSteil', 'https://www.twitter.com/BryanSteil']",https://ballotpedia.org/Bryan_Steil
Priscilla Taylor,Democratic Party,Florida,20,"November 2, 2021",[],https://ballotpedia.org/Priscilla_Taylor
Royce White,Republican Party,Minnesota,5,"August 9, 2022",['https://www.twitter.com/RoyceWhiteUS'],https://ballotpedia.org/Royce_White
Brad Klippert,Republican Party,Washington,4,"November 8, 2022",['https://www.twitter.com/BradKlippert'],https://ballotpedia.org/Brad_Klippert
Ramin Mammadov,Democratic Party,North_Carolina,14,"May 17, 2022",['https://www.twitter.com/ram4congress'],https://ballotpedia.org/Ram_Mammadov
Michael Magnotta,Republican Party,North Carolina,10,"May 17, 2022",['https://www.twitter.com/MagnottaThe'],https://ballotpedia.org/Michael_Magnotta
Brian Babin,Republican Party,Texas,36,"November 8, 2022","['https://www.twitter.com/RepBrianBabin', 'https://www.twitter.com/babin4congress']",https://ballotpedia.org/Brian_Babin
Roger Williams,Republican Party,Texas,25,"November 8, 2022","['https://www.twitter.com/RepRWilliams', 'https://www.twitter.com/RogerWilliamsTX']",https://ballotpedia.org/Roger_Williams_(Texas)
Pat Fallon,Republican Party,Texas,4,"November 8, 2022","['https://www.twitter.com/RepPatFallon', 'https://www.twitter.com/FallonForTexas']",https://ballotpedia.org/Pat_Fallon
Tartisha Hill,Democratic Party,Texas,5,"November 8, 2022","['https://www.twitter.com/TartishaHill', 'https://www.twitter.com/TartishaH']",https://ballotpedia.org/Tartisha_Hill
Darien Barrios Moreno,Republican Party,Kentucky,3,"May 17, 2022",['https://www.twitter.com/Darien4congress'],https://ballotpedia.org/Darien_Barrios_Moreno
Philanise White,Republican Party,Illinois,1,"June 28, 2022",['https://www.twitter.com/Philaniseforco1'],https://ballotpedia.org/Philanise_White
Monte Hodges,Democratic Party,Arkansas,1,"November 8, 2022","['https://www.twitter.com/MonteforAR', 'https://www.twitter.com/hodgesmonte1']",https://ballotpedia.org/Monte_Hodges
Candice Deal-Bartell,Democratic Party,Minnesota,1,"May 24, 2022",[],https://ballotpedia.org/Candice_Deal-Bartell
John Mark Porter,Republican Party,California,33,"November 8, 2022",[],https://ballotpedia.org/John_Mark_Porter
Christina Bohannan,Democratic Party,Iowa,1,"November 8, 2022",['https://www.twitter.com/BohannanIowa'],https://ballotpedia.org/Christina_Bohannan
Derrick Gates,Republican Party,California,36,"June 7, 2022",['https://www.twitter.com/Derrick_R_Gates'],https://ballotpedia.org/Derrick_Gates
Robert Lyons,Republican Party,Alaska,,"August 16, 2022",[],https://ballotpedia.org/Robert_Lyons
Claudia Tenney,Republican Party,New York,24,"November 8, 2022","['https://www.twitter.com/RepTenney', 'https://www.twitter.com/claudiatenney']",https://ballotpedia.org/Claudia_Tenney
Bob Christian,Democratic Party,Georgia,6,"November 8, 2022",['https://www.twitter.com/ChristianForGA6'],https://ballotpedia.org/Bob_Christian
Paul Cook,Independent,Tennessee,9,"November 8, 2022",[],https://ballotpedia.org/Paul_Cook_(Tennessee)
Paulette Smith,Republican Party,Georgia,6,"May 24, 2022",[],https://ballotpedia.org/Paulette_Smith
Luis  Pozzolo,Republican Party,Arizona,7,"November 8, 2022",['https://www.twitter.com/Luis4congress'],https://ballotpedia.org/Luis_Pozzolo
Jerry Hilliard,Democratic Party,Michigan,2,"November 8, 2022",[],https://ballotpedia.org/Jerry_Hilliard
Annie Andrews,Democratic Party,South Carolina,1,"November 8, 2022",['https://www.twitter.com/AnnieAndrewsMD'],https://ballotpedia.org/Annie_Andrews
Arlene Carle,Independent,Alaska,,"June 11, 2022",[],https://ballotpedia.org/Arlene_Carle
Tony Gonzales,Republican Party,Texas,23,"November 8, 2022","['https://www.twitter.com/RepTonyGonzales', 'https://www.twitter.com/TonyGonzales4TX']",https://ballotpedia.org/Tony_Gonzales
Michael Soetaert,Democratic Party,Kansas,2,"November 5, 2024",[],https://ballotpedia.org/Michael_Soetaert
Nicholas Begich,Republican Party,Alaska,,"November 8, 2022",['https://www.twitter.com/NicholasBegich'],https://ballotpedia.org/Nicholas_Begich
Barbara Lee,Democratic Party,California,12,"November 8, 2022","['https://www.twitter.com/RepBarbaraLee', 'https://www.twitter.com/BarbaraLeeForCA']",https://ballotpedia.org/Barbara_Lee_(California)
Brice Wiggins,Republican Party,Mississippi,4,"November 5, 2019",['https://www.twitter.com/bricewigginsMS'],https://ballotpedia.org/Brice_Wiggins
Rudy Yakym,Republican Party,Indiana,2,"November 8, 2022",['https://www.twitter.com/RepRudyYakym'],https://ballotpedia.org/Rudy_Yakym
Tom Patti,,California,9,"March 3, 2020",['https://www.twitter.com/SupeTomPatti'],https://ballotpedia.org/Tom_Patti
Andrew Kalloch,Democratic Party,Oregon,4,"May 17, 2022",['https://www.twitter.com/andrewkalloch'],https://ballotpedia.org/Andrew_Kalloch
Greg Landsman,Democratic Party,Ohio,1,"November 8, 2022","['https://www.twitter.com/RepGregLandsman', 'https://www.twitter.com/votelandsman']",https://ballotpedia.org/Greg_Landsman
Cicely Davis,Republican Party,Minnesota,5,"November 8, 2022",['https://www.twitter.com/CicelyDavisMN'],https://ballotpedia.org/Cicely_Davis
Andrea Doria Kale,Democratic Party,Florida,17,"November 8, 2022",['https://www.twitter.com/AndreaDoriaKale'],https://ballotpedia.org/Andrea_Doria_Kale
