,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
3940,H8NH01210,"PAPPAS, CHRIS",NH,1,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,chris  pappas,https://ballotpedia.org/Chris_Pappas,P000614,ChrisPappasNH,574799823,,,
3941,H8IN01187,"PAPPAS, NICHOLAS",IN,1,REPUBLICAN PARTY,House,Challenger,N,Republican,nicholas  pappas,https://ballotpedia.org/Nicholas_Pappas,,,,,,
3942,H2FL28046,"PAREDES, JUAN",FL,28,DEMOCRATIC PARTY,House,Open seat,N,Democrat,juan  paredes,,,,,,,
3943,H2NJ01138,"PARK, CHARLES",NJ,1,INDEPENDENT,House,Challenger,P,Other,charles  park,,,,,,,
3944,H2VA05133,"PARKER, ANDY",VA,5,DEMOCRATIC PARTY,House,Challenger,P,Democrat,andy  parker,,,,,,,
3946,H0NY17281,"PARKER, CATHERINE F",NY,16,DEMOCRATIC PARTY,House,Challenger,P,Democrat,catherine  parker,https://ballotpedia.org/Catherine_Parker,,catherineNY16,1201300848682455040,,,
3947,H2FL09186,"PARKER, KEVIN COPELAND",FL,9,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kevin  parker,,,,,,,
3948,H2PA12088,"PARKER, WILLIAM",PA,12,DEMOCRATIC PARTY,House,Open seat,N,Democrat,william  parker,https://ballotpedia.org/William_Parker_(Pennsylvania),,,,,,
3949,H2CA21241,"PARKERE, DAVID BRENT MR",CA,21,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,david  parkere,,,,,,,
3950,H2TN05461,"PARKS, STEWART THOMAS",TN,5,REPUBLICAN PARTY,House,Open seat,C,Republican,stewart  parks,https://ballotpedia.org/Stewart_Parks,,,,,,
3951,H2NC10116,"PARRA, MADELINE",NC,12,DEMOCRATIC PARTY,House,Challenger,C,Democrat,madeline  parra,,,,,,,
3952,H2CA21175,"PARRA, NICOLE",CA,21,DEMOCRATIC PARTY,House,Challenger,C,Democrat,nicole  parra,,,,,,,
3953,H2NC07203,"PARRISH, BERNARD KYLE",NC,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,bernard  parrish,,,,,,,
3955,H0MD06231,"PARROTT, NEIL CONRAD",MD,6,REPUBLICAN PARTY,House,Challenger,P,Republican,neil  parrott,https://ballotpedia.org/Neil_Parrott,,neilparrott,105251964,,,
3956,H0WA06099,"PARSON, REBECCA ELIZABETH",WA,6,DEMOCRATIC PARTY,House,Challenger,P,Democrat,rebecca  parson,https://ballotpedia.org/Rebecca_Parson,,rebeccaforWA,3695759352,No tweets found.,,
3958,H2TN01106,"PARSONS, CAMERON",TN,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,cameron  parsons,https://ballotpedia.org/Cameron_Parsons,,CParsonsTN1,1346910836191739907,,,
3960,H2MO04249,"PARSONS, WYATT VINCENT",MO,4,NO PARTY AFFILIATION,House,Challenger,N,Other,wyatt  parsons,https://ballotpedia.org/Wyatt_Parsons,,,,,,
3961,H6NJ08118,"PASCRELL, WILLIAM J. JR.",NJ,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,william  pascrell,https://ballotpedia.org/Bill_Pascrell,P000096,PascrellforNJ,515736574,,,
3962,H6NJ08118,"PASCRELL, WILLIAM J. JR.",NJ,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,william  pascrell,https://ballotpedia.org/Bill_Pascrell,P000096,BillPascrell,74508260,,,
3964,H2PA16097,"PASTORE, DANIEL",PA,16,DEMOCRATIC PARTY,House,Challenger,P,Democrat,daniel  pastore,https://ballotpedia.org/Dan_Pastore,,DanPastorePA,1483689487230242818,,,
3965,H2FL07230,"PASTRANA, ALLEK",FL,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,allek  pastrana,https://ballotpedia.org/Allek_Pastrana,,allekpastrana,149514923,,,
3967,H2GU01056,"PAT, JUDITH T WON",GU,0,DEMOCRATIC PARTY,House,Challenger,P,Democrat,judith  pat,,,,,,,
3968,H2CA15151,"PATAKI, FERENC",CA,15,NO PARTY PREFERENCE,House,Challenger,N,Other,ferenc  pataki,https://ballotpedia.org/Ferenc_Pataki,,1ferencpataki,825963329302601728,No tweets found.,,
3970,H2PA18259,"PATEL, BHAVINI",PA,12,DEMOCRATIC PARTY,House,Open seat,P,Democrat,bhavini  patel,,,,,,,
3971,H2NM02217,"PATEL, DARSHAN DR.",NM,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,darshan  patel,https://ballotpedia.org/Darshan_Patel,,PatelforNM,1495487814120574977,,,
3973,H2NC01214,"PATEL, ESHAN",NC,1,INDEPENDENT,House,Open seat,N,Other,eshan  patel,,,,,,,
3974,H2IN90019,"PATEL, HIREN MR.",IN,90,REPUBLICAN PARTY,House,Challenger,N,Republican,hiren  patel,,,,,,,
3975,H8NY12129,"PATEL, SURAJ",NY,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,suraj  patel,https://ballotpedia.org/Suraj_Patel,,surajpatelnyc,47147054,,,
3977,H2AL02166,"PATEL, VIMAL",AL,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,vimal  patel,https://ballotpedia.org/Vimal_Patel,,,,,,
3978,H2TX01070,"PATERSON, CLARK",TX,37,LIBERTARIAN PARTY,House,Open seat,N,Other,clark  paterson,https://ballotpedia.org/Clark_Patterson,,ClarkPatterson,36558990,,,
3979,H2TX01070,"PATERSON, CLARK",TX,37,LIBERTARIAN PARTY,House,Open seat,N,Other,clark  paterson,https://ballotpedia.org/Clark_Patterson,,ClarkPatterso12,1043453921996484608,No tweets found.,,
3981,H2TX32190,"PATTERSON, JACOB MR",TX,32,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,jacob  patterson,,,,,,,
3982,H2NY13153,"PATTERSON, ODELL MALCOLM",NY,13,WRITE-IN,House,Challenger,N,Other,odell  patterson,https://ballotpedia.org/Odell_Patterson,,,,,,
3983,H0CA07137,"PATTERSON, ROBERT BUZZ",CA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,robert  patterson,,,,,,,
3984,H2CA09139,"PATTI, THOMAS",CA,9,REPUBLICAN PARTY,House,Open seat,P,Republican,thomas  patti,,,,,,,
3985,H0FL13158,"PAULINA LUNA, ANNA",FL,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,anna  luna,https://ballotpedia.org/Anna_Paulina_Luna,L000596,realannapaulina,913308968809672705,,,
3986,H0FL13158,"PAULINA LUNA, ANNA",FL,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,anna  luna,https://ballotpedia.org/Anna_Paulina_Luna,L000596,voteapl,1386669755654934531,No tweets found.,,
3987,H0FL13158,"PAULINA LUNA, ANNA",FL,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,anna  luna,https://ballotpedia.org/Anna_Paulina_Luna,L000596,RepLuna,1610230835289923584,,,
3989,H2CO08053,"PAYETTE, MATTHEW WILLIAM",CO,8,UNAFFILIATED,House,Open seat,N,Other,matthew  payette,,,,,,,
3990,H2TX06418,"PAYNE, BILL",TX,6,REPUBLICAN PARTY,House,Challenger,N,Republican,bill  payne,https://ballotpedia.org/Bill_Payne_(Texas),,,,,,
3991,H2NJ10154,"PAYNE, DONALD M MR. JR",NJ,10,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,donald  payne,https://ballotpedia.org/Donald_Payne_Jr.,P000604,RepDonaldPayne,1155335864,,,
3992,H2NJ10154,"PAYNE, DONALD M MR. JR",NJ,10,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,donald  payne,https://ballotpedia.org/Donald_Payne_Jr.,P000604,DonaldPayneJr,571909015,,,
3993,H2IL01299,"PAYNE, MICHAEL AARON",IL,1,DEMOCRATIC PARTY,House,Open seat,N,Democrat,michael  payne,,,,,,,
3994,H2LA03113,"PAYNE, THOMAS LANE JR",LA,3,REPUBLICAN PARTY,House,Challenger,P,Republican,thomas  payne,https://ballotpedia.org/Thomas_Payne_Jr.,,,,,,
3995,H2WA09123,"PAZ, AMELIA",WA,9,DEMOCRATIC PARTY,House,Challenger,N,Democrat,amelia  paz,,,,,,,
3996,H2NJ19049,"PECK, MICHAEL MR",NJ,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,michael  peck,,,,,,,
3997,H2WA09198,"PEDERSEN, SETH",WA,9,REPUBLICAN PARTY,House,Challenger,N,Republican,seth  pedersen,https://ballotpedia.org/Seth_Pedersen,,SethDPedersen,1547754116641746953,,,
3999,H2IL06116,"PEKAU, KEITH",IL,6,REPUBLICAN PARTY,House,Challenger,P,Republican,keith  pekau,https://ballotpedia.org/Keith_Pekau,,MayorPekau,,No tweets found.,Name not found.,
4000,H2IL06116,"PEKAU, KEITH",IL,6,REPUBLICAN PARTY,House,Challenger,P,Republican,keith  pekau,https://ballotpedia.org/Keith_Pekau,,KeithPekau,1217270368349630469,,,
4002,H2AK00473,"PELLEGRINI, SILVIO E.",AK,0,,House,Open seat,N,Other,silvio  pellegrini,https://ballotpedia.org/Silvio_Pellegrini,,,,,,
4003,H8CA05035,"PELOSI, NANCY",CA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,nancy  pelosi,https://ballotpedia.org/Nancy_Pelosi,P000197,TeamPelosi,2461810448,,,
4004,H8CA05035,"PELOSI, NANCY",CA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,nancy  pelosi,https://ballotpedia.org/Nancy_Pelosi,P000197,SpeakerPelosi,15764644,,,
4005,H2AK01158,"PELTOLA, MARY",AK,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mary  peltola,https://ballotpedia.org/Mary_Peltola,P000619,Rep_Peltola,1570080351674048514,,,
4006,H2AK01158,"PELTOLA, MARY",AK,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mary  peltola,https://ballotpedia.org/Mary_Peltola,P000619,MaryPeltola,1514353565510164482,,,
4008,H2AZ03178,"PEMBLETON, JOSHUA",AZ,3,REPUBLICAN PARTY,House,Challenger,N,Republican,joshua  pembleton,,,,,,,
4009,H2GA14085,"PENCE, ANGELA",GA,14,LIBERTARIAN PARTY,House,Challenger,P,Other,angela  pence,,,,,,,
4010,H8IN06129,"PENCE, GREGORY J.",IN,6,REPUBLICAN PARTY,House,Incumbent,N,Republican,gregory  pence,https://ballotpedia.org/Greg_Pence,P000615,GregPenceIN,890038958104735744,,,
4011,H8IN06129,"PENCE, GREGORY J.",IN,6,REPUBLICAN PARTY,House,Incumbent,N,Republican,gregory  pence,https://ballotpedia.org/Greg_Pence,P000615,RepGregPence,1082369392229400576,,,
4013,H0TX32053,"PENNIE, DEMETRICK TRE DR.",TX,30,REPUBLICAN PARTY,House,Challenger,N,Republican,demetrick  pennie,,,,,,,
4014,H2VA10158,"PERCLE, CLAY",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,clay  percle,,,,,,,
4015,H2FL27063,"PEREZ, JANELLE",FL,27,DEMOCRATIC PARTY,House,Challenger,C,Democrat,janelle  perez,,,,,,,
4016,H2AK00192,"PEREZ, JULIO",AK,0,REPUBLICAN PARTY,House,Challenger,N,Republican,julio  perez,,,,,,,
4017,H2TX27299,"PEREZ, MACLOVIO MR JR",TX,27,DEMOCRATIC PARTY,House,Challenger,P,Democrat,maclovio  perez,https://ballotpedia.org/Maclovio_Perez_Jr.,,macloviop,17177412,,,
4019,H2TX27299,"PEREZ, MACLOVIO MR JR",TX,27,DEMOCRATIC PARTY,House,Challenger,P,Democrat,maclovio  perez,https://ballotpedia.org/Maclovio_Perez_Jr.,,Mac4Congress,1462712765492215811,,,
4020,H6TX29114,"PEREZ, N RUBEN",TX,37,LIBERTARIAN PARTY,House,Open seat,N,Other,n  perez,,,,,,,
4021,H2ME02188,"PERKINS, MICHAEL HONORABLE",ME,2,REPUBLICAN PARTY,House,Challenger,P,Republican,michael  perkins,,,,,,,
4023,H6CO07023,"PERLMUTTER, EDWIN G",CO,7,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,edwin  perlmutter,,P000593,RepPerlmutter,20552026,,,
4024,H2FL12099,"PERRAS, BRIAN",FL,12,REPUBLICAN PARTY,House,Challenger,P,Republican,brian  perras,https://ballotpedia.org/Brian_Perras,,bperras12,607305422,,,
4026,H2FL23161,"PERRONE, MYLES",FL,23,REPUBLICAN PARTY,House,Challenger,P,Republican,myles  perrone,https://ballotpedia.org/Myles_Perrone,,,,,,
4027,H2CA37312,"PERRY, JAN",CA,37,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jan  perry,,,,,,,
4028,H2PA04135,"PERRY, SCOTT",PA,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  perry,https://ballotpedia.org/Scott_Perry,P000605,PatriotsPerry,1141369750821490688,,,
4029,H2PA04135,"PERRY, SCOTT",PA,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  perry,https://ballotpedia.org/Scott_Perry,P000605,RepScottPerry,18773159,,,
4031,H2CA14212,"PETERS, JAMES ANDREW MR. JR",CA,14,DEMOCRATIC PARTY,House,Open seat,N,Democrat,james  peters,https://ballotpedia.org/James_Peters_(California),,Peters2022ffof,1118907898275319809,,,
4033,H0NV04023,"PETERS, SAMUEL JAMES MR",NV,4,REPUBLICAN PARTY,House,Challenger,P,Republican,samuel  peters,https://ballotpedia.org/Sam_Peters,,SamPetersNevada,1111051227524034560,,,
4035,H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,scott  peters,https://ballotpedia.org/Scott_Peters,P000608,RepScottPeters,1135486501,,,
4036,H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,scott  peters,https://ballotpedia.org/Scott_Peters,P000608,ScottPetersSD,292594517,,,
4037,H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,scott  peters,https://ballotpedia.org/Scott_Peters,P000608,ScottPetersCA50,553863817,,,
4038,H2IL16131,"PETERS, WALT",IL,16,REPUBLICAN PARTY,House,Open seat,C,Republican,walt  peters,https://ballotpedia.org/Walt_Peters,,waltforcongress,1494359073579573268,No tweets found.,,
4040,H2UT04114,"PETERSEN, JONATHAN L.",UT,4,WRITE-IN,House,Challenger,N,Other,jonathan  petersen,,,,,,,
4041,H2CA39185,"PETERSON, ARTHUR LAVERNE DR",CA,39,REPUBLICAN PARTY,House,Challenger,N,Republican,arthur  peterson,https://ballotpedia.org/Art_Peterson,,,,,,
4042,H6CA01202,"PETERSON, DAVID",CA,3,DEMOCRATIC PARTY,House,,N,Democrat,david  peterson,https://ballotpedia.org/David_Peterson,,PetersonForCA,1466849864554205184,,,
4044,H2NJ07218,"PETERSON, ERIK",NJ,7,REPUBLICAN PARTY,House,Challenger,C,Republican,erik  peterson,https://ballotpedia.org/Erik_Peterson_(New_Jersey),,NJAsmPeterson,706890855899140098,,,
4046,H2LA02131,"PETERSON, KAREN CARTER",LA,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,karen  peterson,,,,,,,
4047,H2ID01192,"PETERSON, KAYLEE JADE",ID,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,kaylee  peterson,https://ballotpedia.org/Kaylee_Peterson,,,,,,
4048,H2MS04324,"PETERSON, KIDRON",MS,4,REPUBLICAN PARTY,House,Challenger,N,Republican,kidron  peterson,https://ballotpedia.org/Kidron_Peterson,,,,,,
4049,H2MI05184,"PETERSON, NORMAN M.",MI,5,LIBERTARIAN PARTY,House,Challenger,N,Other,norman  peterson,https://ballotpedia.org/Norman_Peterson,,,,,,
4050,H8CO07045,"PETTERSEN, BRITTANY LOUISE",CO,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,brittany  pettersen,https://ballotpedia.org/Brittany_Pettersen,P000620,pettersen4co,483010877,,,
4051,H8CO07045,"PETTERSEN, BRITTANY LOUISE",CO,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,brittany  pettersen,https://ballotpedia.org/Brittany_Pettersen,P000620,BrittanyP333,,No tweets found.,Name not found.,
4053,H2KY06209,"PETTEYS, DEREK",KY,6,REPUBLICAN PARTY,House,Challenger,N,Republican,derek  petteys,https://ballotpedia.org/Derek_Leonard_Petteys,,Liberty4KY,61254248,,,
4055,H2WI03122,"PFAFF, BRAD",WI,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,brad  pfaff,https://ballotpedia.org/Brad_Pfaff,,pfaff4congress,,No tweets found.,Name not found.,
4056,H2WI03122,"PFAFF, BRAD",WI,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,brad  pfaff,https://ballotpedia.org/Brad_Pfaff,,SenBradPfaff,1346864195304792065,,,
4057,H2IL16099,"PFAFF, TERESA MARIE",IL,17,REPUBLICAN PARTY,House,Open seat,N,Republican,teresa  pfaff,,,,,,,
4059,H0TX11230,"PFLUGER, AUGUST LEE II",TX,11,REPUBLICAN PARTY,House,Incumbent,C,Republican,august  pfluger,https://ballotpedia.org/August_Pfluger,P000048,AugustPfluger,1021216905795899392,,,
4060,H0TX11230,"PFLUGER, AUGUST LEE II",TX,11,REPUBLICAN PARTY,House,Incumbent,C,Republican,august  pfluger,https://ballotpedia.org/August_Pfluger,P000048,RepPfluger,1341120751399809026,,,
4061,H2CA45208,"PHAM, LONG",CA,45,REPUBLICAN PARTY,House,Challenger,N,Republican,long  pham,https://ballotpedia.org/Long_Pham_(California),,,,,,
4063,H2CA45125,"PHAN WEST, AMY",CA,47,REPUBLICAN PARTY,House,Challenger,P,Republican,amy  west,https://ballotpedia.org/Amy_Phan_West,,amyphanwest,1169300022774484992,,,
4064,H2CA45125,"PHAN WEST, AMY",CA,47,REPUBLICAN PARTY,House,Challenger,P,Republican,amy  west,https://ballotpedia.org/Amy_Phan_West,,AmyWest45342773,1143969378783809537,,,
4066,H2AK00531,"PHELPS, ANDREW H.",AK,0,NONPARTISAN,House,Open seat,N,Other,andrew  phelps,https://ballotpedia.org/Andrew_Phelps,,,,,,
4067,H2AK00531,"PHELPS, ANDREW H.",AK,0,NONPARTISAN,House,Open seat,N,Other,andrew  phelps,https://ballotpedia.org/Andrew_Halcro,,AndrewHalcro,65435169,,,
4068,H0FL15070,"PHILIPPE, JESSE",FL,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jesse  philippe,,,,,,,
4069,H2TX08240,"PHILIPS, MIKE",TX,8,REPUBLICAN PARTY,House,Open seat,N,Republican,mike  philips,https://ballotpedia.org/Mike_Philips_(Texas),,Meetmikephilips,1470603423066243078,No tweets found.,,
4071,H2MI87018,"PHILLIP, JOSEPH",MI,87,REPUBLICAN PARTY,House,Challenger,N,Republican,joseph  phillip,,,,,,,
4073,H8MN03143,"PHILLIPS, DEAN",MN,3,DEMOCRATIC-FARMER-LABOR,House,Incumbent,C,Other,dean  phillips,,P000616,deanbphillips,39894447,,,
4074,H2OR01265,"PHILLIPS, G. SCOTT",OR,1,DEMOCRATIC PARTY,House,Challenger,C,Democrat,g  phillips,https://ballotpedia.org/Scott_Phillips_(Oregon),,ScottPhillipsX1,1513363702698766337,,,
4076,H6NY22098,"PHILLIPS, GEORGE",NY,24,REPUBLICAN PARTY,House,Open seat,N,Republican,george  phillips,https://ballotpedia.org/George_Phillips_(New_York),,,,,,
4078,H2CA12166,"PHILLIPS, JEFFREY ALAN",CA,11,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jeffrey  phillips,https://ballotpedia.org/Jeffrey_Phillips_(California),,11thJeff,1340387239218429952,,,
4079,H0NC06266,"PICHARDO, LAURA",NC,6,REPUBLICAN PARTY,House,Challenger,C,Republican,laura  pichardo,https://ballotpedia.org/Laura_Pichardo,,LauraPichardoNC,739630598889705472,,,
4081,H2CA27255,"PIERCE, MARK",CA,27,REPUBLICAN PARTY,House,Challenger,N,Republican,mark  pierce,https://ballotpedia.org/Mark_Pierce_(California),,,,,,
4082,H2IL14086,"PIERCE, MICHAEL DAVID",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  pierce,,,,,,,
4083,H2MN01306,"PIERSON, NELS MR",MN,1,REPUBLICAN PARTY,House,Open seat,C,Republican,nels  pierson,https://ballotpedia.org/Nels_Pierson,,,,,,
4084,H2NJ02250,"PIGNATELLI, SEAN",NJ,2,REPUBLICAN PARTY,House,Challenger,N,Republican,sean  pignatelli,https://ballotpedia.org/Sean_Pignatelli,,,,,,
4085,H0NJ10133,"PINCKNEY, DAVID",NJ,10,REPUBLICAN PARTY,House,Challenger,N,Republican,david  pinckney,https://ballotpedia.org/David_Pinckney,,,,,,
4086,H0MD01224,"PINGLEY, JENNIFER",MD,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jennifer  pingley,,,,,,,
4087,H8ME01120,"PINGREE, CHELLIE M",ME,1,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,chellie  pingree,https://ballotpedia.org/Chellie_Pingree,,chelliepingree,14984637,,,
4088,H8ME01120,"PINGREE, CHELLIE M",ME,1,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,chellie  pingree,https://ballotpedia.org/Chellie_Pingree,,PingreeForME,1002275817227980800,,,
4089,H2SC01077,"PIPER-LOOMIS, LYNZ",SC,1,REPUBLICAN PARTY,House,Challenger,P,Republican,lynz  piperloomis,https://ballotpedia.org/Lynz_Piper-Loomis,,LynzPiperLoomis,1383857110803386368,,,
4092,H2IL01380,"PIPPION MCGRIFF, NYKEA",IL,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,nykea  mcgriff,https://ballotpedia.org/Nykea_Pippion_McGriff,,Nykea4Congress,1489375930531434505,,,
4093,H2IL01380,"PIPPION MCGRIFF, NYKEA",IL,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,nykea  mcgriff,https://ballotpedia.org/Nykea_Pippion_McGriff,,JustNykea,195568772,,,
4095,H2MD03184,"PITOCCO, ANTONIO",MD,3,REPUBLICAN PARTY,House,Challenger,P,Republican,antonio  pitocco,https://ballotpedia.org/Antonio_Pitocco,,antoniopitocco1,1275611912907247617,No tweets found.,,
4096,H2VI00082,"PLASKETT, STACEY",VI,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,stacey  plaskett,,P000610,StaceyPlaskett,2724095695,,,
4099,H2GA13079,"PLOTKY, CALINA",GA,13,REPUBLICAN PARTY,House,Challenger,P,Republican,calina  plotky,https://ballotpedia.org/Calina_Plotky,,calinaplotky,1460295227101569029,No tweets found.,,
4100,H2OR06033,"PLOWHEAD, ANGELA",OR,6,REPUBLICAN PARTY,House,Open seat,P,Republican,angela  plowhead,https://ballotpedia.org/Angela_Plowhead,,angelafororegon,1447025790713950213,,,
4102,H2WI02124,"POCAN, MARK",WI,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mark  pocan,https://ballotpedia.org/Mark_Pocan,P000607,MarkPocan,309070309,,,
4103,H2WI02124,"POCAN, MARK",WI,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mark  pocan,https://ballotpedia.org/Mark_Pocan,P000607,RepMarkPocan,1206227149,,,
4105,H2NH02229,"POIRIER, DEAN ALLAN MR",NH,2,REPUBLICAN PARTY,House,Challenger,N,Republican,dean  poirier,https://ballotpedia.org/Dean_Poirier,,DeanP4Congress,1440013494229872643,,,
4107,H2MD06278,"POISSONNIER, ROBERT",MD,6,REPUBLICAN PARTY,House,Challenger,N,Republican,robert  poissonnier,https://ballotpedia.org/Robert_Poissonnier,,bobpoissonier,801397105084551168,,,
4108,H2OR03121,"POLHEMUS, JONATHAN",OR,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jonathan  polhemus,https://ballotpedia.org/Jonathan_Polhemus,,,,,,
4109,H4ME02234,"POLIQUIN, BRUCE",ME,2,REPUBLICAN PARTY,House,Challenger,P,Republican,bruce  poliquin,https://ballotpedia.org/Bruce_Poliquin,,BrucePoliquin,35870854,,,
4111,H2SC06159,"POLLARD, AURIOL SONIA",SC,6,REPUBLICAN PARTY,House,Challenger,C,Republican,auriol  pollard,,,,,,,
4112,H4IN04206,"POLLCHIK, HOWARD JOSEPH",IN,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,howard  pollchik,https://ballotpedia.org/Howard_Pollchik,,,,,,
4113,H2FL27071,"POLO, FRANK",FL,27,REPUBLICAN PARTY,House,Challenger,P,Republican,frank  polo,https://ballotpedia.org/Frank_Polo_Sr.,,Polo4Congress,997065151072362496,,,
4115,H2TX34147,"POLSKY,ESQ., LARRY MARK MR",TX,34,REPUBLICAN PARTY,House,Challenger,N,Republican,larry  polskyesq,,,,,,,
4116,H2TX32125,"PORRO, JOHN CHARLES MR.",TX,3,REPUBLICAN PARTY,House,Challenger,C,Republican,john  porro,,,,,,,
4117,H2ID02232,"PORTER, CHRIS",ID,2,REPUBLICAN PARTY,House,Challenger,N,Republican,chris  porter,https://ballotpedia.org/Chris_Porter_(Idaho),,,,,,
4118,H2CA33253,"PORTER, JOHN MARK MR",CA,33,REPUBLICAN PARTY,House,Challenger,N,Republican,john  porter,https://ballotpedia.org/John_Mark_Porter,,,,,,
4120,H8CA45130,"PORTER, KATHERINE",CA,47,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,katherine  porter,https://ballotpedia.org/Katie_Porter,P000618,RepKatiePorter,1081222837459996672,,,
4121,H8CA45130,"PORTER, KATHERINE",CA,47,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,katherine  porter,https://ballotpedia.org/Katie_Porter,P000618,katieporteroc,617266600,,,
4122,H2FL11182,"PORTER, KEVIN DEAN",FL,11,UNAFFILIATED,House,Challenger,P,Other,kevin  porter,https://ballotpedia.org/Kevin_Porter,,,,,,
4123,H8FL15107,"POSEY, BILL",FL,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,bill  posey,https://ballotpedia.org/Bill_Posey,P000599,PoseyCampaign,2750346912,,,
4124,H8FL15107,"POSEY, BILL",FL,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,bill  posey,https://ballotpedia.org/Bill_Posey,P000599,congbillposey,25086658,,,
4125,H0FL19254,"POST, PATRICK",FL,19,DEMOCRATIC PARTY,House,Challenger,N,Democrat,patrick  post,,,,,,,
4126,H2AR02111,"POSTON, DAVID P",AR,2,REPUBLICAN PARTY,House,Challenger,N,Republican,david  poston,,,,,,,
4128,H2CA30309,"POTELL, JASON RANDOLPH",CA,32,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jason  potell,https://ballotpedia.org/Jason_Potell,,jasonpotell,1339079649440067585,No tweets found.,,
4129,H2MI10184,"POWELL, RHONDA",MI,10,DEMOCRATIC PARTY,House,Challenger,C,Democrat,rhonda  powell,https://ballotpedia.org/Rhonda_Powell,,RhondaPowellMI,1504867915555905543,,,
4131,H0IN01317,"POWERS, WILLIAM F (BILL)",IN,1,WRITE-IN,House,Challenger,N,Other,william  powers,https://ballotpedia.org/William_Powers,,,,,,
4132,H2AZ03152,"POZZOLO, LUIS B",AZ,3,REPUBLICAN PARTY,House,Challenger,P,Republican,luis  pozzolo,,,,,,,
4133,H2CA43393,"PRATT, EVETTE",CA,43,REPUBLICAN PARTY,House,Challenger,N,Republican,evette  pratt,,,,,,,
4134,H2CA27214,"PREBOLA, CRYSTAL",CA,27,REPUBLICAN PARTY,House,Challenger,N,Republican,crystal  prebola,,,,,,,
4136,H2KY06175,"PREECE, CHRISTOPHER",KY,6,DEMOCRATIC PARTY,House,Challenger,P,Democrat,christopher  preece,https://ballotpedia.org/Christopher_Preece,,ForPreece,,No tweets found.,Name not found.,
