fec_id,name,state,district,party,office,incumbent_challenge,candidate_status
H2NH02252,"RIDDLE, JASON DANIEL",NH,02,REPUBLICAN PARTY,House,Challenger,N
H2MI13378,"RIDDLE, SAMUEL LEWIS JR",MI,13,DEMOCRATIC PARTY,House,Challenger,C
H2UT02456,"RIDER, ERIN CHRISTINE",UT,02,REPUBLICAN PARTY,House,Challenger,C
H2NY22188,"RIDLEY, MIKAYLA",NY,22,DEMOCRATIC PARTY,House,Challenger,C
H2OH09189,"RIEDEL, CRAIG",OH,09,REPUBLICAN PARTY,House,Challenger,N
H2TX12119,"RIEG, ALYSIA",TX,12,REPUBLICAN PARTY,House,Challenger,N
H2IN03210,"RIESEN, CORY",IN,03,DEMOCRATIC PARTY,House,Challenger,N
H2CA08255,"RILEY, CHRISTOPHER",CA,08,DEMOCRATIC PARTY,House,Challenger,N
H8NY22177,"RILEY, JOSH",NY,19,DEMOCRATIC PARTY,House,Challenger,N
H4DC00092,"RIMENSNYDER, NELSON F",DC,00,REPUBLICAN PARTY,House,Challenger,N
H2TX66016,"RINGNESS, JESSE",TX,66,DEMOCRATIC PARTY,House,Challenger,N
H2CA42163,"RIOS, ANGEL ANTHONY MR.",CA,42,DEMOCRATIC PARTY,House,Challenger,N
H2NC12211,"RIOS, FRANCISCO",NC,09,REPUBLICAN PARTY,House,Challenger,C
H2OH12126,"RIPPEL-ELTON, AMY MRS.",OH,12,DEMOCRATIC PARTY,House,Challenger,N
H0NJ10216,"RIVERA, ANA ISABEL",NJ,08,REPUBLICAN PARTY,House,Open seat,N
H2NY10324,"RIVERA, CARLINA",NY,10,DEMOCRATIC PARTY,House,Challenger,P
H2VA03088,"RIVERA, LUIS ENRIQUE",VA,03,DEMOCRATIC PARTY,House,Challenger,N
H2NJ11202,"RIZZO, PHIL",NJ,07,REPUBLICAN PARTY,House,Challenger,P
H0RI02246,"ROBBIO, DONALD F.",RI,02,REPUBLICAN PARTY,House,Open seat,N
H2NC02311,"ROBERSON, CHARLES BRENT",NC,01,REPUBLICAN PARTY,House,Challenger,C
H2MI13295,"ROBERSON, PORTIA",MI,13,DEMOCRATIC PARTY,House,Challenger,C
H2NC02253,"ROBERSON, SANDY",NC,01,REPUBLICAN PARTY,House,Challenger,P
H2OK02216,"ROBERTS, DUSTIN",OK,02,REPUBLICAN PARTY,House,Open seat,P
H2AL05169,"ROBERTS, JOHN",AL,05,REPUBLICAN PARTY,House,Open seat,C
H2CA12182,"ROBERTS, JOSEPH C MR.",CA,12,REPUBLICAN PARTY,House,Challenger,N
H2OK03115,"ROBERTS, KEVIN SEAN",OK,03,REPUBLICAN PARTY,House,Challenger,P
H2FL04153,"ROBERTSON, AL",FL,04,DEMOCRATIC PARTY,House,Challenger,N
H0TX03104,"ROBERTSON, AL D",TX,03,DEMOCRATIC PARTY,House,Open seat,N
H2OR01299,"ROBERTSON, CHRISTIAN",OR,01,DEMOCRATIC PARTY,House,Challenger,N
H2NV03153,"ROBERTSON, MARK",NV,01,REPUBLICAN PARTY,House,Challenger,N
H2NC04184,"ROBERTSON, NAT",NC,04,REPUBLICAN PARTY,House,Open seat,N
H2GA02171,"ROBERTSON, RICHARD M",GA,02,REPUBLICAN PARTY,House,Challenger,C
H2FL07263,"ROBERTS, RUSSELL L. MR.",FL,07,REPUBLICAN PARTY,House,Open seat,P
H2NY22204,"ROBERTS, SAM",NY,22,DEMOCRATIC PARTY,House,Challenger,C
H8OH06133,"ROBERTS, SHAWNA",OH,06,DEMOCRATIC PARTY,House,Challenger,N
H2MO01229,"ROBERTS, STEVEN C",MO,01,DEMOCRATIC PARTY,House,Challenger,P
H2FL03205,"ROBINSON, ANDREW PRESTON MR.",FL,03,DEMOCRATIC PARTY,House,Challenger,N
H2NY10142,"ROBINSON, BRIAN JEFFREY",NY,10,DEMOCRATIC PARTY,House,Challenger,P
H2OK02331,"ROBINSON, BULLDOG BEN",OK,02,INDEPENDENT,House,Challenger,N
H2NC10124,"ROBINSON, GARY THOMAS",NC,10,REPUBLICAN PARTY,House,Challenger,P
H2CT34016,"ROBINSON, TIMOTHY BRENT MR",CT,34,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2PA02162,"ROBLES, ALBERT IVAN",PA,02,REPUBLICAN PARTY,House,Challenger,N
H2MD08183,"ROCA, MARIELA",MD,06,REPUBLICAN PARTY,House,Challenger,N
H4TX30067,"ROCELLERPITTS, ANGEIGH JEANNEAN",TX,30,REPUBLICAN PARTY,House,Challenger,N
H2MI06125,"ROCHA, JON",MI,06,REPUBLICAN PARTY,House,Open seat,C
H2CA50208,"ROCHA, JOSEPH C.",CA,50,DEMOCRATIC PARTY,House,Challenger,C
H2CA46164,"ROCHA JR., FELIX",CA,46,REPUBLICAN PARTY,House,Challenger,N
H2TX30236,"RODGERS, JAMES BYRON MR.",TX,30,REPUBLICAN PARTY,House,Open seat,P
H2PA03137,"RODILL, AUSTIN MR.",PA,03,DEMOCRATIC PARTY,House,Challenger,N
H2MA08082,"RODRIGUES, HAMILTON SOARES",MA,08,REPUBLICAN PARTY,House,Challenger,P
H2CA49242,"RODRIGUEZ, CHRISTOPHER",CA,49,REPUBLICAN PARTY,House,Challenger,P
H2TX35136,"RODRIGUEZ, EDUARDO R.",TX,35,DEMOCRATIC PARTY,House,Challenger,P
H2TX34154,"RODRIGUEZ, JAIME ALFONSO MR.",TX,34,DEMOCRATIC PARTY,House,Challenger,C
H2CO08129,"RODRIGUEZ, JOSHUA",CO,04,LIBERTARIAN PARTY,House,Open seat,N
H2TX02128,"RODRIGUEZ, LUCIA S",TX,02,REPUBLICAN PARTY,House,Challenger,N
H2TX35250,"RODRIGUEZ, MICHAEL",TX,35,REPUBLICAN PARTY,House,Challenger,N
H0TX34018,"RODRIGUEZ, OSBERT GAMALIEL",TX,34,DEMOCRATIC PARTY,House,Challenger,N
H2TX28115,"RODRIGUEZ, ROLANDO D MR.",TX,28,REPUBLICAN PARTY,House,Challenger,C
H2AZ09159,"RODRIGUEZ, SAUL A",AZ,09,REPUBLICAN PARTY,House,Challenger,N
H2CA28170,"RODRIGUEZ, TONY",CA,30,INDEPENDENT,House,Challenger,N
H2WI01100,"ROE, ANN",WI,01,DEMOCRATIC PARTY,House,Challenger,P
H2MI10143,"ROGENSUES, ANGELA",MI,10,DEMOCRATIC PARTY,House,Challenger,P
H0DE00159,"ROGERS, DAVID L.",DE,00,OTHER,House,Challenger,N
H6OK03165,"ROGERS, EVELYN L (LOUISE)",OK,01,INDEPENDENT,House,Challenger,N
H0KY05015,"ROGERS, HAROLD DALLAS",KY,05,REPUBLICAN PARTY,House,Incumbent,N
H2AL03032,"ROGERS, MICHAEL",AL,03,REPUBLICAN PARTY,House,Incumbent,C
H8WI04069,"ROGERS, TIM",WI,04,REPUBLICAN PARTY,House,Challenger,N
H2NJ08257,"ROJAS, RICARDO LUIS",NJ,08,DEMOCRATIC PARTY,House,Open seat,P
H2CA42205,"ROLLINS, WILL",CA,41,DEMOCRATIC PARTY,House,Challenger,P
H2FL05242,"ROMDCELLY, DAMASCUS",FL,05,REPUBLICAN PARTY,House,Challenger,N
H0NH01258,"RONDEAU, KEVIN",NH,01,REPUBLICAN PARTY,House,Challenger,N
H2MT02134,"RONNING, PENNY",MT,02,DEMOCRATIC PARTY,House,Challenger,P
H2MT02183,"ROOTS, ROGER",MT,02,LIBERTARIAN PARTY,House,Challenger,N
H2FL11109,"ROSADO, ANTONIO LUIS SR",FL,11,UNAFFILIATED,House,Challenger,N
H2CA13107,"ROSARIO-SIGALA, ANGELINA",CA,13,DEMOCRATIC PARTY,House,Challenger,N
H8TN06094,"ROSE, JOHN W.",TN,06,REPUBLICAN PARTY,House,Incumbent,C
H2NY11140,"ROSE, MAX",NY,11,DEMOCRATIC PARTY,House,Challenger,P
H2TX17100,"ROSENBERGER, ROB",TX,17,REPUBLICAN PARTY,House,Challenger,N
H4MT00050,"ROSENDALE, MATT MR.",MT,02,REPUBLICAN PARTY,House,Incumbent,C
H2OR05233,"ROSES, LAUREL",OR,05,REPUBLICAN PARTY,House,Challenger,P
H2IL01414,"ROSNER, TERRE LAYNG",IL,01,DEMOCRATIC PARTY,House,Open seat,C
H2MN05216,"ROSS, ALBERT",MN,05,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2VA07279,"ROSS, DAVID LEWIS",VA,07,REPUBLICAN PARTY,House,Challenger,C
H0NC02125,"ROSS, DEBORAH",NC,02,DEMOCRATIC PARTY,House,Incumbent,C
H2FL15217,"ROSS, DENNIS",FL,15,REPUBLICAN PARTY,House,Challenger,C
H2OK03149,"ROSS, JEREMIAH A",OK,03,DEMOCRATIC PARTY,House,Challenger,N
H2KY04220,"ROTTINGHAUS, PATRICK JOSEPH",KY,04,DEMOCRATIC PARTY,House,Challenger,N
H8CA48035,"ROUDA, HARLEY E JR",CA,47,DEMOCRATIC PARTY,House,Challenger,C
H8CO03234,"ROUTLEDGE, ROOT",CO,03,DEMOCRATIC PARTY,House,Challenger,N
H2NC07096,"ROUZER, DAVID",NC,07,REPUBLICAN PARTY,House,Incumbent,C
H0TX34059,"ROYAL, CHRIS B.",TX,34,INDEPENDENT,House,Challenger,N
H2CA33048,"ROYBAL-ALLARD, LUCILLE",CA,40,DEMOCRATIC PARTY,House,Incumbent,P
H8TX21307,"ROY, CHIP",TX,21,REPUBLICAN PARTY,House,Incumbent,C
H0CA25139,"RUDNICK, FREDERICK D MR.",CA,27,REPUBLICAN PARTY,House,Challenger,N
H2IN01180,"RUIZ, DAVID BEN",IN,01,REPUBLICAN PARTY,House,Challenger,N
H2MA08074,"RUIZ, MICHAEL",MA,08,DEMOCRATIC PARTY,House,Challenger,N
H2CA36439,"RUIZ, RAUL DR.",CA,25,DEMOCRATIC PARTY,House,Incumbent,C
H2TN03250,"RUMBA, THOMAS M.",TN,03,INDEPENDENT,House,Challenger,N
H2GA10190,"RUPERT, CHARLES V",GA,10,REPUBLICAN PARTY,House,Open seat,N
H2MD02160,"RUPPERSBERGER, C. A. DUTCH",MD,02,DEMOCRATIC PARTY,House,Incumbent,C
H2IL01042,"RUSH, BOBBY LEE",IL,01,DEMOCRATIC PARTY,House,Incumbent,P
H2NJ02219,"RUSH, CAROLYN",NJ,02,DEMOCRATIC PARTY,House,Challenger,P
H8CA46146,"RUSHMAN, ED",CA,46,NONE,House,Challenger,N
H2IN07187,"RUSK, TED",IN,07,LIBERTARIAN PARTY,House,Challenger,N
H2OR01240,"RUSS, DAVID HONORABLE",OR,06,REPUBLICAN PARTY,House,Challenger,N
H2FL27089,"RUSSELL, KEN",FL,27,DEMOCRATIC PARTY,House,Challenger,P
H2NJ03308,"RUSSOMANNO, CHRISTOPHER",NJ,03,LIBERTARIAN PARTY,House,Challenger,N
H6FL04105,"RUTHERFORD, JOHN",FL,05,REPUBLICAN PARTY,House,Incumbent,C
H2MI13303,"RUTLEDGE, LORRIE",MI,13,DEMOCRATIC PARTY,House,Challenger,P
H2CA08248,"RUTSCH, EDWIN",CA,08,DEMOCRATIC PARTY,House,Challenger,C
H2CA46156,"RUVALCABA, JESUS",CA,46,DEMOCRATIC PARTY,House,Challenger,N
H0MO06164,"RYAN, CHRISTOPHER",MO,06,REPUBLICAN PARTY,House,Challenger,N
H8NY19223,"RYAN, PATRICK",NY,18,DEMOCRATIC PARTY,House,Incumbent,C
H2OH17109,"RYAN, TIMOTHY",OH,13,DEMOCRATIC PARTY,House,Incumbent,C
H2SD01058,"RYDER, RYAN",SD,00,DEMOCRATIC PARTY,House,Challenger,N
H2FL11117,"SABATINI, ANTHONY",FL,11,REPUBLICAN PARTY,House,Challenger,N
H2OH07209,"SABATUCCI, DANTE",OH,07,REPUBLICAN PARTY,House,Open seat,P
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,00,DEMOCRATIC PARTY,House,Incumbent,N
H2NC02220,"SAFTA, ADINA",NC,02,REPUBLICAN PARTY,House,Challenger,P
H2CA01169,"SAGOO, GURPINDER SINGH",CA,01,REPUBLICAN PARTY,House,Challenger,N
H2CA24179,"SAGOO, GURPINDER SINGH",CA,24,REPUBLICAN PARTY,House,Challenger,N
H2CO08061,"SAINE, LORI A",CO,08,REPUBLICAN PARTY,House,Open seat,C
H0TX14234,"SAJNA, CYRUS",TX,14,DEMOCRATIC PARTY,House,Challenger,N
H2NY01224,"SAKIN, MICHAEL",NY,02,REPUBLICAN PARTY,House,Open seat,N
H2CA21233,"SALAS, RUDY",CA,22,DEMOCRATIC PARTY,House,Challenger,N
H2TX32109,"SALAZAR, GIRIEN RICARDO 2104738228",TX,32,REPUBLICAN PARTY,House,Challenger,N
H0MO05182,"SALAZAR, MAITE",MO,05,DEMOCRATIC PARTY,House,Challenger,N
H8FL27185,"SALAZAR, MARIA ELVIRA",FL,27,REPUBLICAN PARTY,House,Incumbent,N
H2FL08113,"SALEH, REBECCA",FL,08,REPUBLICAN PARTY,House,Challenger,N
H0MI09206,"SALIBA, MIKE",MI,10,LIBERTARIAN PARTY,House,Challenger,N
H2NJ08323,"SALIERNO, JOHN V.",NJ,08,OTHER,House,Challenger,N
H2OR06066,"SALINAS, ANDREA",OR,06,DEMOCRATIC PARTY,House,Incumbent,C
H2MO02227,"SALVATORE, TONY",MO,02,REPUBLICAN PARTY,House,Challenger,C
H2NV02593,"SAMPSON, CATHERINE MARIE",NV,02,REPUBLICAN PARTY,House,Challenger,N
H2NY26189,"SAMS, STEVEN LYNN MR II",NY,26,REPUBLICAN PARTY,House,Challenger,P
H2MN05208,"SAMUELS, DON MR.",MN,05,DEMOCRATIC-FARMER-LABOR,House,Challenger,P
H2MO02193,"SAMUELS, E. BENJAMIN",MO,02,DEMOCRATIC PARTY,House,Challenger,P
H8NJ02299,"SANCHEZ, ANTHONY PARISI",NJ,02,OTHER,House,Challenger,N
H2TX34238,"SANCHEZ, DANIEL",TX,34,DEMOCRATIC PARTY,House,Challenger,C
H2CA22157,"SANCHEZ HERNANDEZ, JORGE",CA,22,DEMOCRATIC PARTY,House,Challenger,N
H2CA39078,"SANCHEZ, LINDA",CA,38,DEMOCRATIC PARTY,House,Incumbent,C
H2NM01367,"SANCHEZ, LOUIE",NM,01,REPUBLICAN PARTY,House,Challenger,C
H2LA04137,"SANDAGE, BRANDON",LA,04,REPUBLICAN PARTY,House,Challenger,N
H2PA16105,"SANDERA, ROB",PA,16,DEMOCRATIC PARTY,House,Challenger,N
H2CT01239,"SANDERS, MARY L",CT,01,GREEN PARTY,House,Challenger,N
H2TX34170,"SANDOVAL REYNOSO, BEATRIZ",TX,34,DEMOCRATIC PARTY,House,Challenger,N
H2CO03245,"SANDOVAL TAFOYA, SOLEDAD",CO,03,DEMOCRATIC PARTY,House,Challenger,C
H2OR05183,"SANDVIG, NATE",OR,06,REPUBLICAN PARTY,House,Open seat,C
H2AL05219,"SANFORD, PAUL",AL,05,REPUBLICAN PARTY,House,Open seat,P
H8GU01020,"SAN NICOLAS, MICHAEL F.Q. MR.",GU,00,DEMOCRATIC PARTY,House,Incumbent,P
H2FL07271,"SANTOS, AL",FL,07,REPUBLICAN PARTY,House,Open seat,P
H6NY16140,"SAPASKIS, STYLO ADONIS",NY,15,REPUBLICAN PARTY,House,Challenger,N
H2AZ02444,"SARAPPO, CHRIS",AZ,02,WRITE-IN,House,Challenger,N
H6MD03292,"SARBANES, JOHN P. MR.",MD,03,DEMOCRATIC PARTY,House,Incumbent,C
H2CA38278,"SAREGA, JOHN",CA,38,NA,House,Challenger,N
H2TX37025,"SASINOWSKI, JAMES SASS",TX,35,DEMOCRATIC PARTY,House,Challenger,P
H2TX35268,"SAWATZKI, DAN",TX,35,REPUBLICAN PARTY,House,Challenger,N
H2MI13220,"SAWYER, LINDA",MI,12,REPUBLICAN PARTY,House,Challenger,N
H2NY02123,"SAX, MICHAEL",NY,02,DEMOCRATIC PARTY,House,Challenger,N
H2OH07225,"SAYLOR, RYAN",OH,13,REPUBLICAN PARTY,House,Challenger,P
H0LA01087,"SCALISE, STEVE MR",LA,01,REPUBLICAN PARTY,House,Incumbent,N
H8PA07200,"SCANLON, MARY GAY",PA,05,DEMOCRATIC PARTY,House,Incumbent,C
H2TX06400,"SCAUFLAIRE, TAKONA EILEEN",TX,06,INDEPENDENT,House,Challenger,N
H2FL26073,"SCHAFFER, JEREMIAH",FL,28,REPUBLICAN PARTY,House,Challenger,P
H6TX29080,"SCHAFRANEK, ROBERT ALLAN",TX,29,REPUBLICAN PARTY,House,Challenger,N
H8IL09067,"SCHAKOWSKY, JANICE D",IL,09,DEMOCRATIC PARTY,House,Incumbent,N
H6IN09119,"SCHANSBERG, ERIC",IN,09,REPUBLICAN PARTY,House,Open seat,C
H0PA07132,"SCHELLER, LISA",PA,07,REPUBLICAN PARTY,House,Challenger,P
H0CA27085,"SCHIFF, ADAM",CA,30,DEMOCRATIC PARTY,House,Incumbent,N
H2NV03229,"SCHIFFMAN, STEVEN MITCHELL MR",NV,03,REPUBLICAN PARTY,House,Challenger,N
H2OK02190,"SCHILLER, CHRIS",OK,02,REPUBLICAN PARTY,House,Open seat,P
H2FL01258,"SCHILLER, MARGARET ANN MS",FL,01,DEMOCRATIC PARTY,House,Challenger,P
H2CA50216,"SCHINDLER, ADAM DR.",CA,50,INDEPENDENT,House,Challenger,C
H2MN05224,"SCHLUTER, NATE",MN,05,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2FL15159,"SCHMELING, WENDY JUNE MS.",FL,18,REPUBLICAN PARTY,House,Challenger,P
H2NJ04256,"SCHMIDT, DAVID",NJ,04,OTHER,House,Challenger,N
H2KS02143,"SCHMIDT, PATRICK",KS,02,DEMOCRATIC PARTY,House,Challenger,P
H2NY18087,"SCHMITT, COLIN J",NY,18,REPUBLICAN PARTY,House,Challenger,P
H2TX15229,"SCHMUKER, STEVEN JR",TX,15,REPUBLICAN PARTY,House,Challenger,N
H2IL10068,"SCHNEIDER, BRADLEY S.",IL,10,DEMOCRATIC PARTY,House,Incumbent,C
H2FL13139,"SCHNEIDER, JAN",FL,16,DEMOCRATIC PARTY,House,Challenger,P
H2NJ05329,"SCHNEIDERMAN, FRED",NJ,05,REPUBLICAN PARTY,House,Challenger,P
H0MI03316,"SCHOLTEN, HILLARY",MI,03,DEMOCRATIC PARTY,House,Incumbent,C
H8OR05107,"SCHRADER, KURT",OR,05,DEMOCRATIC PARTY,House,Incumbent,P
H2NY17154,"SCHREPEL, JACK",NY,17,REPUBLICAN PARTY,House,Challenger,P
H8WA08189,"SCHRIER, KIM DR.",WA,08,DEMOCRATIC PARTY,House,Incumbent,C
H6NJ04182,"SCHROEDER, HANK",NJ,04,OTHER,House,Challenger,N
H2NC06163,"SCHUCH, WILLIAM (BILL)",NC,06,REPUBLICAN PARTY,House,Challenger,N
H2HI02615,"SCHULTZ, BRENDAN",HI,02,DEMOCRATIC PARTY,House,Open seat,N
H2MN08152,"SCHULTZ, JENNIFER",MN,08,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2OH16069,"SCHULZ, JONAH",OH,13,REPUBLICAN PARTY,House,Open seat,C
H2NJ07234,"SCHWAB, STERLING IRWIN",NJ,07,REPUBLICAN PARTY,House,Challenger,N
H2MN03112,"SCHWARZE, ADAM NOEL",MN,03,REPUBLICAN PARTY,House,Challenger,P
H4AZ06045,"SCHWEIKERT, DAVID S.",AZ,01,REPUBLICAN PARTY,House,Incumbent,C
H2KY03172,"SCOTT, ATTICA WOODSON",KY,03,DEMOCRATIC PARTY,House,Open seat,P
H0FL22126,"SCOTT, CHRISTINE",FL,23,NO PARTY AFFILIATION,House,Challenger,P
H2SC07314,"SCOTT, DARYL",SC,07,DEMOCRATIC PARTY,House,Challenger,N
H2GA13012,"SCOTT, DAVID ALBERT",GA,13,DEMOCRATIC PARTY,House,Incumbent,C
H2WA22019,"SCOTT(D), CHARLIE (CHARLES) LEE SEN SR",WA,22,DEMOCRATIC PARTY,House,Challenger,N
H2MI06109,"SCOTT, EZRA MR.",MI,05,REPUBLICAN PARTY,House,Challenger,P
H0GA08099,"SCOTT, JAMES AUSTIN",GA,08,REPUBLICAN PARTY,House,Incumbent,C
H6VA01117,"SCOTT, ROBERT C",VA,03,DEMOCRATIC PARTY,House,Incumbent,N
H2TX31143,"SCURRY, CHRISTOPHER MICHAEL",TX,37,DEMOCRATIC PARTY,House,Open seat,N
H2TX18215,"SEALS SINGH CHAUDRY KUMAR, TINA RICHEL",TX,18,NA,House,Challenger,N
H8NC02086,"SEARCY, SAM",NC,13,DEMOCRATIC PARTY,House,Open seat,N
H2WV02209,"SECKMAN, MICHAEL",WV,02,REPUBLICAN PARTY,House,Challenger,C
H8NM01323,"SEDILLO LOPEZ, ANTOINETTE",NM,01,DEMOCRATIC PARTY,House,Challenger,P
H2MI08196,"SEELY, MATTHEW",MI,08,REPUBLICAN PARTY,House,Challenger,P
H2RI02234,"SEGAL, DAVID",RI,02,DEMOCRATIC PARTY,House,Open seat,P
H2NJ11178,"SELEN, TAYFUN",NJ,11,REPUBLICAN PARTY,House,Challenger,P
H2TX03290,"SELF, KEITH ALAN MR",TX,03,REPUBLICAN PARTY,House,Incumbent,C
H2OR04111,"SELKER, JOHN STEVEN DR.",OR,04,DEMOCRATIC PARTY,House,Open seat,C
H2MS04282,"SELLERS, DAVID",MS,04,DEMOCRATIC PARTY,House,Challenger,P
H2WY01016,"SELVIG, MARISSA JOY",WY,00,CONSTITUTION PARTY,House,Challenger,P
H2CA07141,"SEMENENKO, MAX",CA,07,REPUBLICAN PARTY,House,Challenger,N
H2NY23137,"SEMPOLINSKI, JOSEPH",NY,23,REPUBLICAN PARTY,House,Incumbent,P
H2IL11140,"SEPPELFRICK, DEAN ALLEN",IL,11,REPUBLICAN PARTY,House,Challenger,N
H2NV04094,"SERRANO, CAROLINA",NV,01,REPUBLICAN PARTY,House,Challenger,P
H2KY05185,"SERRANO, GERARDO",KY,05,REPUBLICAN PARTY,House,Challenger,P
H2FL20241,"SERRATORE, LEONARD LOUIS MR.",FL,18,REPUBLICAN PARTY,House,Challenger,C
H2TX03126,"SESSIONS, PETE",TX,17,REPUBLICAN PARTY,House,Incumbent,C
H2WA04165,"SESSLER, JERROD",WA,04,REPUBLICAN PARTY,House,Challenger,P
H0IL10393,"SEVERINO, JOSEPH",IL,10,REPUBLICAN PARTY,House,Challenger,N
H0AL07086,"SEWELL, TERRI A.",AL,07,DEMOCRATIC PARTY,House,Incumbent,C
H2NJ42025,"SEYMOUR, MATHEW MR",NJ,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H0OH11122,"SHABAZZ, TARIQ K.",OH,11,DEMOCRATIC PARTY,House,Challenger,N
H2AR01121,"SHACKELFORD, JODY",AR,01,REPUBLICAN PARTY,House,Challenger,P
H2CO01231,"SHACKLEFORD, RUSTY",CO,01,UNAFFILIATED,House,Challenger,N
H2PA17160,"SHAFFER, JEREMY",PA,17,REPUBLICAN PARTY,House,Open seat,P
H2LA03097,"SHAHEEN, JACOB LEWIS",LA,03,REPUBLICAN PARTY,House,Challenger,N
H2NY04186,"SHAKIL, KEVIN BRYAN",NY,04,DEMOCRATIC PARTY,House,Challenger,P
H2TN05313,"SHANNON, RICHARD ALAN MR. JR.",TN,05,INDEPENDENT,House,Open seat,N
H2FL20134,"SHARIEF, BARBARA",FL,20,DEMOCRATIC PARTY,House,Open seat,P
H2NC12245,"SHARKEY, JOHN",NC,12,DEMOCRATIC PARTY,House,Challenger,N
H2NC02303,"SHARMA, SIDDHANTH",NC,05,REPUBLICAN PARTY,House,Challenger,P
H0TX35064,"SHARON, JENNIFER",TX,37,REPUBLICAN PARTY,House,Open seat,P
H2KY01077,"SHARP, DAVID L",KY,01,REPUBLICAN PARTY,House,Challenger,N
H0OH12179,"SHEARER, ALAINA",OH,12,DEMOCRATIC PARTY,House,Challenger,P
H2PA09118,"SHECKTOR, ANDREW",PA,09,REPUBLICAN PARTY,House,Challenger,N
H2TX04116,"SHELBY, DOC MR",TX,04,DEMOCRATIC PARTY,House,Challenger,C
H2CA16126,"SHELDON-LONDON, MONIKA LOUISE MS.",CA,04,REPUBLICAN PARTY,House,Challenger,P
H2NE02124,"SHELTON, ALISHA",NE,02,DEMOCRATIC PARTY,House,Challenger,C
H0MD04160,"SHELTON, KIM",MD,04,DEMOCRATIC PARTY,House,Open seat,N
H2FL09194,"SHEPHERD, GEORGE",FL,18,REPUBLICAN PARTY,House,Challenger,P
H6CA24113,"SHERMAN, BRAD",CA,32,DEMOCRATIC PARTY,House,Incumbent,C
H2NJ09156,"SHERMAN, LEA",NJ,09,OTHER,House,Challenger,N
H2NY21172,"SHERRILL, KEITH",NY,21,DEMOCRATIC PARTY,House,Challenger,N
H8NJ11142,"SHERRILL, MIKIE",NJ,11,DEMOCRATIC PARTY,House,Incumbent,C
H2NY10126,"SHETH, ASHMI",NY,12,DEMOCRATIC PARTY,House,Challenger,P
H2DE00171,"SHLIKAS, EDWARD",DE,00,WRITE-IN,House,Challenger,N
H2CA09154,"SHOEMAKER, JAMES H",CA,09,REPUBLICAN PARTY,House,Open seat,P
H2OH07175,"SHOEMAKER, MATTHEW",OH,07,REPUBLICAN PARTY,House,Open seat,C
H2NV01280,"SHOLTY, MORGUN",NV,01,REPUBLICAN PARTY,House,Challenger,C
H2MO06236,"SHULTZ, DAKOTA",MO,06,REPUBLICAN PARTY,House,Challenger,P
H2CA37346,"SHURE, MICHAEL MR.",CA,37,DEMOCRATIC PARTY,House,Open seat,P
H2FL20274,"SIDDIQUI, IMRAN",FL,20,DEMOCRATIC PARTY,House,Open seat,N
H2CA10178,"SIGALA, ANGELINA R",CA,10,DEMOCRATIC PARTY,House,Challenger,N
H2NY22220,"SIGLER, MICHAEL J.",NY,22,REPUBLICAN PARTY,House,Challenger,P
H2MD07110,"SIGLEY, LORRIE A.",MD,07,REPUBLICAN PARTY,House,Challenger,N
H2MN04185,"SILVER, JERRY",MN,04,REPUBLICAN PARTY,House,Challenger,N
H2CA15136,"SIMARD, LIAM MIGUEL",CA,14,UNAFFILIATED,House,Open seat,N
H2TX04157,"SIMMONS, JOHN",TX,04,LIBERTARIAN PARTY,House,Challenger,N
H2OH13207,"SIMMS, JILL",OH,14,REPUBLICAN PARTY,House,Open seat,N
H2NY10266,"SIMON, JO ANNE",NY,10,DEMOCRATIC PARTY,House,Challenger,P
H2NC14084,"SIMPSON, JONATHAN DAVID",NC,14,REPUBLICAN PARTY,House,Open seat,N
H8ID02064,"SIMPSON, MICHAEL",ID,02,REPUBLICAN PARTY,House,Incumbent,C
H2GA03161,"SIMPSON, RHONDA ELAINE",GA,03,REPUBLICAN PARTY,House,Challenger,N
H2NV02494,"SIMS, AARON MICHAEL",NV,02,DEMOCRATIC PARTY,House,Challenger,N
H2GA10216,"SIMS, ALAN",GA,10,REPUBLICAN PARTY,House,Open seat,C
H2TX20096,"SINCLAIR, KYLE E MR",TX,20,REPUBLICAN PARTY,House,Challenger,P
H2CA14220,"SINGH, MAJOR",CA,14,NO PARTY AFFILIATION,House,Open seat,P
H2NY25082,"SINGLETARY, LA'RON DESMOND",NY,25,REPUBLICAN PARTY,House,Challenger,P
H2GA12154,"SINGLETON, NEIL",GA,12,REPUBLICAN PARTY,House,Challenger,N
H6NJ13191,"SIRES, ALBIO",NJ,08,DEMOCRATIC PARTY,House,Incumbent,P
H2TX35219,"SISCO, CARLA-JOY",TX,35,DEMOCRATIC PARTY,House,Challenger,C
H2WV01102,"SISCO, MICHAEL RAYMOND",WV,01,REPUBLICAN PARTY,House,Challenger,C
H0OH04085,"SITES, JEFFREY ALAN",OH,04,DEMOCRATIC PARTY,House,Challenger,P
H0OR04107,"SKARLATOS, ALEK",OR,04,REPUBLICAN PARTY,House,Open seat,P
